source_row_uid,eligible_voters,actual_voters,scan_locality_code,source_locality_name,source_kalpi,evidence_method,final_report_pdf,final_report_page,planned_list_part,planned_list_page,ocr_variant_votes,ocr_confidence,evidence_note
K17:1573,267,190,810,עופר,10,final_report_rapidocr,hadera.pdf,7,,,3,0.999521,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1574,370,231,811,יכיני,10,final_report_rapidocr,ashkelon.pdf,13,,,3,0.997318,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1575,633,349,812,שלומי,10,final_report_rapidocr,akko.pdf,11,,,3,0.993923,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1576,670,403,812,שלומי,20,final_report_rapidocr,akko.pdf,11,,,3,0.997813,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1577,658,425,812,שלומי,30,final_report_rapidocr,akko.pdf,11,,,3,0.999079,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1578,686,377,812,שלומי,40,final_report_rapidocr,akko.pdf,11,,,3,0.995287,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1579,446,272,812,שלומי,50,final_report_rapidocr,akko.pdf,11,,,1,0.975188,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1580,536,333,812,שלומי,60,final_report_rapidocr,akko.pdf,11,,,3,0.997698,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1581,680,451,812,שלומי,70,final_report_rapidocr,akko.pdf,11,,,3,0.997977,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1582,436,326,813,עין יעקב,10,final_report_rapidocr,akko.pdf,11,,,3,0.995384,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1583,436,290,814,תלמים,10,final_report_rapidocr,ashkelon.pdf,13,,,3,0.990557,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1584,313,242,815,זבדיאל,10,final_report_rapidocr,ashkelon.pdf,14,,,3,0.997972,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1585,293,177,816,זנוח,10,final_report_rapidocr,yehuda.pdf,6,,,3,0.999443,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1586,642,427,817,עזריקם,10,final_report_rapidocr,ashkelon.pdf,14,,,3,0.99709,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1587,361,248,818,זרחיה,10,final_report_rapidocr,ashkelon.pdf,14,,,3,0.992843,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1588,495,379,819,אביגדור,10,final_report_rapidocr,ashkelon.pdf,14,,,3,0.998748,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1589,355,249,820,חלץ,10,final_report_rapidocr,ashkelon.pdf,14,,,3,0.997562,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1590,322,220,821,אחוזם,10,final_report_rapidocr,ashkelon.pdf,14,,,3,0.998934,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1591,360,232,822,מטע,10,final_report_rapidocr,yehuda.pdf,6,,,3,0.998075,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1592,294,204,823,בר גיורא,10,final_report_rapidocr,yehuda.pdf,6,,,3,0.999214,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1593,488,333,824,כוכב מיכאל,10,final_report_rapidocr,ashkelon.pdf,14,,,3,0.998601,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1594,417,242,825,נס הרים,10,final_report_rapidocr,yehuda.pdf,6,,,3,0.99787,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1595,397,239,826,עוזה,10,final_report_rapidocr,ashkelon.pdf,14,,,3,0.995262,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1596,443,291,827,נווה מבטח,10,final_report_rapidocr,ashkelon.pdf,14,,,3,0.997517,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1597,511,331,828,ישרש,10,final_report_rapidocr,ramla.pdf,5,,,3,0.994354,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1598,319,165,829,מבטחים,10,final_report_rapidocr,beersheva.pdf,7,,,3,0.999742,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1599,633,427,831,ירוחם,10,final_report_rapidocr,beersheva.pdf,7,,,3,0.998425,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1600,610,287,831,ירוחם,20,final_report_rapidocr,beersheva.pdf,7,,,3,0.997049,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1601,493,228,831,ירוחם,30,final_report_rapidocr,beersheva.pdf,7,,,3,0.998783,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1602,550,275,831,ירוחם,40,final_report_rapidocr,beersheva.pdf,7,,,2,0.9995,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1603,623,327,831,ירוחם,50,final_report_rapidocr,beersheva.pdf,7,,,3,0.997035,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1604,607,327,831,ירוחם,60,final_report_rapidocr,beersheva.pdf,7,,,3,0.998757,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1605,565,264,831,ירוחם,70,final_report_rapidocr,beersheva.pdf,7,,,3,0.999892,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1606,683,380,831,ירוחם,80,final_report_rapidocr,beersheva.pdf,7,,,3,0.998769,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1607,723,411,831,ירוחם,90,final_report_rapidocr,beersheva.pdf,7,,,3,0.999163,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1608,537,217,831,ירוחם,100,final_report_rapidocr,beersheva.pdf,7,,,3,0.999774,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1609,309,227,836,גנות,10,final_report_rapidocr,ramla.pdf,5,,,3,0.999446,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1610,388,282,837,עזריאל,10,final_report_rapidocr,hasharonnetanya.pdf,10,,,3,0.997743,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1611,373,237,838,פדיה,10,final_report_rapidocr,ramla.pdf,5,,,3,0.998602,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1612,498,307,839,פתחיה,10,final_report_rapidocr,ramla.pdf,5,,,3,0.997438,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1613,219,121,840,כיסופים,10,final_report_rapidocr,beersheva.pdf,7,,,3,0.996745,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1614,598,401,841,אלישמע,10,final_report_rapidocr,petachtikva.pdf,6,,,3,0.998255,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1615,499,367,842,געש,10,final_report_rapidocr,hasharonnetanya.pdf,10,,,3,0.998843,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1616,251,122,843,מרגליות,10,final_report_rapidocr,tzfat.pdf,6,,,3,0.997433,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1617,270,172,844,נחל עוז,10,final_report_rapidocr,ashkelon.pdf,14,,,3,0.998216,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1618,567,416,845,כפר עזה,10,final_report_rapidocr,ashkelon.pdf,15,,,3,0.994754,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1619,206,111,846,שפר,10,final_report_rapidocr,tzfat.pdf,6,,,3,0.99668,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1620,174,131,848,בית רבן,10,final_report_rapidocr,rehovot.pdf,6,,,3,0.997429,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1621,295,218,849,דבירה,10,final_report_rapidocr,beersheva.pdf,7,,,3,0.998452,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1622,552,337,850,אחיטוב,10,final_report_rapidocr,hasharonnetanya.pdf,10,,,3,0.999094,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1623,536,388,851,ניצני עוז,10,final_report_rapidocr,hasharonnetanya.pdf,10,,,3,0.998511,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1624,329,186,852,גונן,10,final_report_rapidocr,tzfat.pdf,6,,,3,0.996457,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1625,713,515,853,גאליה,10,final_report_rapidocr,rehovot.pdf,6,,,3,0.997583,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1626,231,134,854,רחוב,10,final_report_rapidocr,yizrael.pdf,14,,,3,0.994151,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1627,395,347,856,שעלבים,10,final_report_rapidocr,ramla.pdf,5,,,3,0.993364,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1628,443,323,857,כפר אביב,10,final_report_rapidocr,rehovot.pdf,6,,,3,0.992879,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1629,666,549,858,נווה ירק,10,final_report_rapidocr,petachtikva.pdf,6,,,2,0.995281,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1630,211,128,859,כסלון,10,final_report_rapidocr,yehuda.pdf,6,,,3,0.99835,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1631,447,287,861,שדה אליעזר,10,final_report_rapidocr,tzfat.pdf,7,,,3,0.991582,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1632,432,291,862,גני יוחנן,10,final_report_rapidocr,rehovot.pdf,6,,,3,0.996571,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1633,476,347,863,גינתון,10,final_report_rapidocr,ramla.pdf,5,,,3,0.993325,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1634,361,268,864,בקוע,10,final_report_rapidocr,yehuda.pdf,6,,,3,0.998451,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1635,234,165,865,שיבולים,10,final_report_rapidocr,beersheva.pdf,8,,,3,0.99978,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1636,616,337,866,יטבתה,10,final_report_rapidocr,beersheva.pdf,8,,,3,0.990095,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1637,125,22,868,אלוני יצחק,10,final_report_rapidocr,hadera.pdf,7,,,3,0.998946,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1638,392,281,870,גבעת השלושה,10,final_report_rapidocr,petachtikva.pdf,7,,,3,0.999627,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1639,473,370,871,עינת,10,final_report_rapidocr,petachtikva.pdf,7,,,3,0.998737,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1640,258,205,872,גאולי תימן,10,final_report_rapidocr,hasharonnetanya.pdf,10,,,3,0.999746,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1641,334,180,873,שלווה,10,final_report_rapidocr,ashkelon.pdf,15,,,3,0.998788,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1642,517,335,874,מגדל העמק,10,final_report_rapidocr,yizrael.pdf,14,,,3,0.998381,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1643,595,319,874,מגדל העמק,20,final_report_rapidocr,yizrael.pdf,14,,,3,0.98346,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1644,400,176,874,מגדל העמק,30,final_report_rapidocr,yizrael.pdf,14,,,3,0.995892,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1645,646,375,874,מגדל העמק,40,final_report_rapidocr,yizrael.pdf,14,,,3,0.997301,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1646,764,433,874,מגדל העמק,50,final_report_rapidocr,yizrael.pdf,14,,,3,0.997976,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1647,591,305,874,מגדל העמק,60,final_report_rapidocr,yizrael.pdf,14,,,3,0.994291,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1648,762,386,874,מגדל העמק,70,final_report_rapidocr,yizrael.pdf,14,,,3,0.998635,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1649,521,259,874,מגדל העמק,80,final_report_rapidocr,yizrael.pdf,14,,,3,0.998609,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1650,507,295,874,מגדל העמק,90,final_report_rapidocr,yizrael.pdf,14,,,3,0.998694,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1651,557,296,874,מגדל העמק,100,final_report_rapidocr,yizrael.pdf,14,,,2,0.998014,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1652,606,308,874,מגדל העמק,110,final_report_rapidocr,yizrael.pdf,14,,,3,0.993859,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1653,622,300,874,מגדל העמק,120,final_report_rapidocr,yizrael.pdf,14,,,3,0.997896,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1654,628,273,874,מגדל העמק,130,final_report_rapidocr,yizrael.pdf,14,,,3,0.995316,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1655,719,424,874,מגדל העמק,140,final_report_rapidocr,yizrael.pdf,14,,,3,0.999215,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1656,496,265,874,מגדל העמק,150,final_report_rapidocr,yizrael.pdf,14,,,3,0.995187,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1657,666,371,874,מגדל העמק,160,final_report_rapidocr,yizrael.pdf,14,,,2,0.99803,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1658,484,264,874,מגדל העמק,170,final_report_rapidocr,yizrael.pdf,14,,,3,0.997232,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1659,576,304,874,מגדל העמק,180,final_report_rapidocr,yizrael.pdf,14,,,3,0.997848,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1660,589,274,874,מגדל העמק,210,final_report_rapidocr,yizrael.pdf,14,,,3,0.99897,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1661,858,393,874,מגדל העמק,220,final_report_rapidocr,yizrael.pdf,14,,,3,0.99901,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1662,570,240,874,מגדל העמק,230,final_report_rapidocr,yizrael.pdf,14,,,3,0.995685,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1663,748,444,874,מגדל העמק,290,final_report_rapidocr,yizrael.pdf,14,,,3,0.998553,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1664,766,435,874,מגדל העמק,300,final_report_rapidocr,yizrael.pdf,14,,,3,0.997319,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1665,586,357,874,מגדל העמק,310,final_report_rapidocr,yizrael.pdf,15,,,3,0.996909,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1666,493,321,874,מגדל העמק,320,final_report_rapidocr,yizrael.pdf,15,,,3,0.99877,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1667,772,452,874,מגדל העמק,330,final_report_rapidocr,yizrael.pdf,15,,,3,0.998541,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1668,731,403,874,מגדל העמק,340,final_report_rapidocr,yizrael.pdf,15,,,3,0.99877,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1669,691,414,874,מגדל העמק,350,final_report_rapidocr,yizrael.pdf,15,,,3,0.997816,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1670,462,269,874,מגדל העמק,360,final_report_rapidocr,yizrael.pdf,15,,,3,0.99593,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1671,433,351,874,מגדל העמק,400,final_report_rapidocr,yizrael.pdf,15,,,3,0.998672,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1672,869,458,874,מגדל העמק,9510,final_report_rapidocr,yizrael.pdf,15,,,3,0.999196,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1673,476,358,877,בית חירות,10,final_report_rapidocr,hasharonnetanya.pdf,10,,,3,0.992524,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1674,789,561,880,עין שריד,10,final_report_rapidocr,hasharonnetanya.pdf,11,,,3,0.999552,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1675,443,295,883,רמת פנקס,10,final_report_rapidocr,dandarom.pdf,2,,,2,0.996017,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1676,425,290,885,שדה בוקר,10,final_report_rapidocr,beersheva.pdf,8,,,3,0.991178,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1677,418,303,888,"כפר הרי""ף",10,final_report_rapidocr,ashkelon.pdf,15,,,3,0.999149,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1678,117,88,889,כפר חסידים ב',10,final_report_rapidocr,krayot.pdf,3,,,3,0.999181,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1679,65,36,890,כפר הנוער הדתי,10,final_report_rapidocr,krayot.pdf,3,,,3,0.996503,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1680,342,226,892,עבדון,10,final_report_rapidocr,akko.pdf,11,,,3,0.998709,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1681,644,252,913,שבלי - אום אל-גנם,10,final_report_rapidocr,yizrael.pdf,15,,,2,0.99082,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1682,702,306,913,שבלי - אום אל-גנם,20,final_report_rapidocr,yizrael.pdf,15,,,3,0.9988,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1683,681,280,913,שבלי - אום אל-גנם,30,final_report_rapidocr,yizrael.pdf,15,,,3,0.999263,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1684,739,361,913,שבלי - אום אל-גנם,60,final_report_rapidocr,yizrael.pdf,15,,,3,0.997328,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1685,182,129,916,ישע,10,final_report_rapidocr,beersheva.pdf,8,,,3,0.99793,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1686,605,444,917,שגב,10,final_report_rapidocr,akko.pdf,12,,,3,0.998836,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1687,265,174,919,גבעת ישעיהו,10,final_report_rapidocr,yehuda.pdf,6,,,3,0.999455,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1688,192,4,921,שער מנשה,10,final_report_rapidocr,hadera.pdf,7,,,3,0.997184,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1689,533,376,922,רכסים,10,final_report_rapidocr,krayot.pdf,3,,,3,0.99736,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1690,765,577,922,רכסים,20,final_report_rapidocr,krayot.pdf,3,,,3,0.999505,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1691,587,505,922,רכסים,30,final_report_rapidocr,krayot.pdf,3,,,3,0.99916,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1692,564,482,922,רכסים,40,final_report_rapidocr,krayot.pdf,3,,,3,0.99626,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1693,568,400,922,רכסים,50,final_report_rapidocr,krayot.pdf,3,,,3,0.99841,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1694,714,610,922,רכסים,60,final_report_rapidocr,krayot.pdf,3,,,3,0.99687,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1695,462,349,922,רכסים,70,final_report_rapidocr,krayot.pdf,3,,,3,0.990234,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1696,115,10,926,נווה אבות,10,final_report_rapidocr,hadera.pdf,7,,,3,0.998081,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1697,672,181,939,מסעודין אל-עזאזמה,10,final_report_rapidocr,beersheva.pdf,8,,,3,0.96547,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1698,580,201,939,מסעודין אל-עזאזמה,20,final_report_rapidocr,beersheva.pdf,8,,,3,0.999402,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1699,686,159,939,מסעודין אל-עזאזמה,30,final_report_rapidocr,beersheva.pdf,8,,,3,0.896174,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1700,595,169,939,מסעודין אל-עזאזמה,40,final_report_rapidocr,beersheva.pdf,8,,,3,0.997481,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1701,604,199,939,מסעודין אל-עזאזמה,50,final_report_rapidocr,beersheva.pdf,8,,,3,0.998019,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1702,666,153,939,מסעודין אל-עזאזמה,60,final_report_rapidocr,beersheva.pdf,8,,,2,0.996169,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1703,93,33,942,סוואעד חמיירה,10,final_report_rapidocr,akko.pdf,12,,,3,0.995982,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1704,536,229,944,בסמת טבעון,10,final_report_rapidocr,yizrael.pdf,15,,,3,0.99924,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1705,617,232,944,בסמת טבעון,20,final_report_rapidocr,yizrael.pdf,15,,,3,0.998197,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1706,759,460,944,בסמת טבעון,30,final_report_rapidocr,yizrael.pdf,15,,,3,0.999245,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1707,343,98,944,בסמת טבעון,40,final_report_rapidocr,yizrael.pdf,15,,,3,0.998666,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1708,746,245,944,בסמת טבעון,50,final_report_rapidocr,yizrael.pdf,15,,,3,0.998548,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1709,622,253,944,בסמת טבעון,60,final_report_rapidocr,yizrael.pdf,15,,,3,0.998381,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1710,395,64,956,הוזייל (שבט),10,final_report_rapidocr,beersheva.pdf,8,,,3,0.990681,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1711,318,42,956,הוזייל (שבט),20,final_report_rapidocr,beersheva.pdf,8,,,3,0.998847,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1712,194,110,957,עוקבי (בנו עוקבה),10,final_report_rapidocr,beersheva.pdf,8,,,3,0.998327,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1713,435,102,960,אסד (שבט),10,final_report_rapidocr,beersheva.pdf,8,,,3,0.998016,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1714,669,152,961,אבו רוקייק (שבט),10,final_report_rapidocr,beersheva.pdf,9,,,2,0.996188,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1715,649,209,961,אבו רוקייק (שבט),20,final_report_rapidocr,beersheva.pdf,9,,,3,0.999168,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1716,694,124,961,אבו רוקייק (שבט),30,final_report_rapidocr,beersheva.pdf,9,,,3,0.996458,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1717,592,165,961,אבו רוקייק (שבט),40,final_report_rapidocr,beersheva.pdf,9,,,3,0.998741,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1718,659,151,961,אבו רוקייק (שבט),50,final_report_rapidocr,beersheva.pdf,9,,,3,0.99897,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1719,823,247,962,טובא-זנגריה,10,final_report_rapidocr,tzfat.pdf,7,,,3,0.999812,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1720,765,344,962,טובא-זנגריה,20,final_report_rapidocr,tzfat.pdf,7,,,3,0.997714,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1721,753,257,962,טובא-זנגריה,30,final_report_rapidocr,tzfat.pdf,7,,,3,0.99922,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1722,633,181,962,טובא-זנגריה,40,final_report_rapidocr,tzfat.pdf,7,,,3,0.998296,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1723,608,192,963,אעצם (שבט),10,final_report_rapidocr,beersheva.pdf,9,,,3,0.95199,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1724,674,205,963,אעצם (שבט),20,final_report_rapidocr,beersheva.pdf,9,,,3,0.985685,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1725,719,176,963,אעצם (שבט),30,final_report_rapidocr,beersheva.pdf,9,,,3,0.999667,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1726,658,209,963,אעצם (שבט),40,final_report_rapidocr,beersheva.pdf,9,,,3,0.980815,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1727,447,105,964,קודייראת א-צאנע(ש,10,final_report_rapidocr,beersheva.pdf,9,,,3,0.999036,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1728,481,320,964,קודייראת א-צאנע(ש,20,final_report_rapidocr,beersheva.pdf,9,,,3,0.997911,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1729,560,112,965,אטרש (שבט),10,final_report_rapidocr,beersheva.pdf,9,,,3,0.997572,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1730,492,101,965,אטרש (שבט),20,final_report_rapidocr,beersheva.pdf,9,,,3,0.998667,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1731,524,116,966,אבו רובייעה (שבט),10,final_report_rapidocr,beersheva.pdf,9,,,3,0.999667,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1732,627,131,966,אבו רובייעה (שבט),20,final_report_rapidocr,beersheva.pdf,9,,,3,0.999808,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1733,597,99,966,אבו רובייעה (שבט),30,final_report_rapidocr,beersheva.pdf,9,,,3,0.999424,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1734,504,114,966,אבו רובייעה (שבט),40,final_report_rapidocr,beersheva.pdf,9,,,3,0.999597,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:1735,523,39,967,אבו ג'ווייעד (שבט,10,final_report_rapidocr,beersheva.pdf,10,,,3,0.998864,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
