election,election_number,source_column,ballot_letter,total_votes,list_name_he,name_source,display_name_he,display_name_en,wikipedia_he_url,wikipedia_en_url,wikipedia_match_status,official_source_url,wikipedia_source_url,notes
K24,24,יז,יז,34883,הכלכלית החדשה בראשות פרופסור ירון זליכה,official_results,הכלכלית החדשה בראשות פרופסור ירון זליכה,,,,no_standalone_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,ינ,ינ,408,ברית השותפות לאיחוד לאומי בהנהגת רב חובל ב. שליאן,official_results,ברית השותפות לאיחוד לאומי בהנהגת רב חובל ב. שליאן,,,,no_standalone_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,יף,יף,196,"כבוד האדם, בראשות עו""ד ארקדי פוגץ'",official_results,"כבוד האדם, בראשות עו""ד ארקדי פוגץ'",,,,no_standalone_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,יק,יק,429,"מפלגת הגוש התנ""כי",official_results,"מפלגת הגוש התנ""כי",,,,no_standalone_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,יר,יר,256,מנהיגות חברתית,official_results,מנהיגות חברתית (מפלגה),,https://he.wikipedia.org/wiki/%D7%9E%D7%A0%D7%94%D7%99%D7%92%D7%95%D7%AA_%D7%97%D7%91%D7%A8%D7%AA%D7%99%D7%AA_(%D7%9E%D7%A4%D7%9C%D7%92%D7%94),,list_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,כ,כ,443,הלב היהודי בראשות אלי יוסף,official_results,הלב היהודי בראשות אלי יוסף,,,,no_standalone_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,כך,כך,1291,אני ואתה – מפלגת העם הישראלית,official_results,אני ואתה – מפלגת העם הישראלית,,,,no_standalone_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,כן,כן,292257,כחול לבן בראשות בני גנץ,official_results,כחול לבן (רשימה),Blue and White (political alliance),https://he.wikipedia.org/wiki/%D7%9B%D7%97%D7%95%D7%9C_%D7%9C%D7%91%D7%9F_(%D7%A8%D7%A9%D7%99%D7%9E%D7%94),https://en.wikipedia.org/wiki/Blue_and_White_(political_alliance),list_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,ל,ל,248370,ישראל ביתנו בראשות אביגדור ליברמן,official_results,ישראל ביתנו,Yisrael Beiteinu,https://he.wikipedia.org/wiki/%D7%99%D7%A9%D7%A8%D7%90%D7%9C_%D7%91%D7%99%D7%AA%D7%A0%D7%95,https://en.wikipedia.org/wiki/Yisrael_Beiteinu,list_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,מחל,מחל,1066892,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,official_results,הליכוד,Likud,https://he.wikipedia.org/wiki/%D7%94%D7%9C%D7%99%D7%9B%D7%95%D7%93,https://en.wikipedia.org/wiki/Likud,list_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,מרצ,מרצ,202218,מרצ – השמאל של ישראל,official_results,מרצ,Meretz,https://he.wikipedia.org/wiki/%D7%9E%D7%A8%D7%A6,https://en.wikipedia.org/wiki/Meretz,list_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,נ,נ,486,"קמ""ה – קידום מעמד הפרט",official_results,"קמ""ה – קידום מעמד הפרט",,,,no_standalone_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,ני,ני,429,עולם חדש בראשות יורם אדרי,official_results,עולם חדש בראשות יורם אדרי,,,,no_standalone_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,נר,נר,220,"""אנחנו"" – בראשות עו""ד מוש חוג'ה",official_results,"""אנחנו"" – בראשות עו""ד מוש חוג'ה",,,,no_standalone_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,עם,עם,167064,הרשימה הערבית המאוחדת,official_results,הרשימה הערבית המאוחדת,United Arab List,https://he.wikipedia.org/wiki/%D7%94%D7%A8%D7%A9%D7%99%D7%9E%D7%94_%D7%94%D7%A2%D7%A8%D7%91%D7%99%D7%AA_%D7%94%D7%9E%D7%90%D7%95%D7%97%D7%93%D7%AA,https://en.wikipedia.org/wiki/United_Arab_List,list_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,פה,פה,614112,יש עתיד בראשות יאיר לפיד,official_results,יש עתיד,Yesh Atid,https://he.wikipedia.org/wiki/%D7%99%D7%A9_%D7%A2%D7%AA%D7%99%D7%93,https://en.wikipedia.org/wiki/Yesh_Atid,list_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,ףז,ףז,1309,הפיראטים,official_results,הפיראטים (מפלגה ישראלית),Pirate Party of Israel,https://he.wikipedia.org/wiki/%D7%94%D7%A4%D7%99%D7%A8%D7%90%D7%98%D7%99%D7%9D_(%D7%9E%D7%A4%D7%9C%D7%92%D7%94_%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%AA),https://en.wikipedia.org/wiki/Pirate_Party_of_Israel,list_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,צי,צי,441,עצמנו עצמאים וליברלים,official_results,עצמנו עצמאים וליברלים,,,,no_standalone_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,צכ,צכ,253,מען (יחד) לעידן חדש,official_results,מפלגה דמוקרטית ערבית,Arab Democratic Party (Israel),https://he.wikipedia.org/wiki/%D7%9E%D7%A4%D7%9C%D7%92%D7%94_%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99%D7%AA_%D7%A2%D7%A8%D7%91%D7%99%D7%AA,https://en.wikipedia.org/wiki/Arab_Democratic_Party_(Israel),list_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,צף,צף,226,חץ,official_results,מפלגת חץ,Hetz (political party),https://he.wikipedia.org/wiki/%D7%9E%D7%A4%D7%9C%D7%92%D7%AA_%D7%97%D7%A5,https://en.wikipedia.org/wiki/Hetz_(political_party),list_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,ץ,ץ,385,דעם – כלכלה ירוקה מדינה אחת,official_results,דעם,Da'am Workers Party,https://he.wikipedia.org/wiki/%D7%93%D7%A2%D7%9D,https://en.wikipedia.org/wiki/Da%27am_Workers_Party,list_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,ק,ק,463,"נועם קולמן, לירון עופרי וסולי וולף הבלתי אפשרי, אפשרי",official_results,"נועם קולמן, לירון עופרי וסולי וולף הבלתי אפשרי, אפשרי",,,,no_standalone_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,קי,קי,395,מפלגת שמע בראשות נפתלי גולדמן,official_results,מפלגת שמע בראשות נפתלי גולדמן,,,,no_standalone_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,קך,קך,514,"סדר חדש לשינוי שיטת הבחירות והממשל בישראל בראשות עו""ד אביטל אופק",official_results,"סדר חדש לשינוי שיטת הבחירות והממשל בישראל בראשות עו""ד אביטל אופק",,,,no_standalone_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,קץ,קץ,729,"משפט צדק, לרפורמה במערכת המשפט",official_results,"משפט צדק, לרפורמה במערכת המשפט",,,,no_standalone_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,ר,ר,17346,רפא – רק בריאות בראשות דוקטור אריה אבני,official_results,רפא – רק בריאות בראשות דוקטור אריה אבני,,,,linked_name_resolves_to_person,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,רנ,רנ,1189,התקווה לשינוי,official_results,התקווה לשינוי,,,,no_standalone_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,רף,רף,592,מפלגת עם שלם – בראשות הרב חיים אמסלם,official_results,עם שלם,Am Shalem,https://he.wikipedia.org/wiki/%D7%A2%D7%9D_%D7%A9%D7%9C%D7%9D,https://en.wikipedia.org/wiki/Am_Shalem,list_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,רק,רק,0,"דמוקרטית – חירות, שיוויון וערבות הדדית",official_results,"דמוקרטית – חירות, שיוויון וערבות הדדית",,,,no_wikipedia_table_row,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,שס,שס,316008,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",official_results,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",,,,no_standalone_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K24,24,ת,ת,209161,תקווה חדשה בהנהגת גדעון סער לראשות הממשלה,official_results,תקווה חדשה,New Hope (Israel),https://he.wikipedia.org/wiki/%D7%AA%D7%A7%D7%95%D7%95%D7%94_%D7%97%D7%93%D7%A9%D7%94,https://en.wikipedia.org/wiki/New_Hope_(Israel),list_article,https://votes24.bechirot.gov.il/,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%A8%D7%91%D7%A2,
K23,23,אמת,אמת,267480,העבודה - גשר - מרצ,official_results,העבודה-גשר-מרצ,Labor-Gesher-Meretz,https://he.wikipedia.org/wiki/%D7%94%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%92%D7%A9%D7%A8-%D7%9E%D7%A8%D7%A6,https://en.wikipedia.org/wiki/Labor-Gesher-Meretz,list_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,ג,ג,274437,יהדות התורה והשבת אגודת ישראל - דגל התורה,official_results,יהדות התורה,United Torah Judaism,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%93%D7%95%D7%AA_%D7%94%D7%AA%D7%95%D7%A8%D7%94,https://en.wikipedia.org/wiki/United_Torah_Judaism,list_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,ודעם,ודעם,581507,"הרשימה המשותפת חד""ש, רע""מ, תע""ל, בל""ד",official_results,הרשימה המשותפת,Joint List,https://he.wikipedia.org/wiki/%D7%94%D7%A8%D7%A9%D7%99%D7%9E%D7%94_%D7%94%D7%9E%D7%A9%D7%95%D7%AA%D7%A4%D7%AA,https://en.wikipedia.org/wiki/Joint_List,list_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,ז,ז,3781,עוצמה ליברלית – כלכלית בראשות גלעד אלפר,official_results,עוצמה ליברלית – כלכלית בראשות גלעד אלפר,,,,no_standalone_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,זך,זך,210,פעולה לישראל,official_results,פעולה לישראל,,,,no_standalone_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,זץ,זץ,0,צומת התנועה לציונות מתחדשת,official_results,מפלגת צומת,Tzomet,https://he.wikipedia.org/wiki/%D7%9E%D7%A4%D7%9C%D7%92%D7%AA_%D7%A6%D7%95%D7%9E%D7%AA,https://en.wikipedia.org/wiki/Tzomet,zero_vote_article_match,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,טב,טב,240689,ימינה הימין החדש – הבית היהודי – האיחוד הלאומי,official_results,ימינה,Yamina,https://he.wikipedia.org/wiki/%D7%99%D7%9E%D7%99%D7%A0%D7%94,https://en.wikipedia.org/wiki/Yamina,list_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,י,י,308,החזון בראשות ציון אלון,official_results,החזון בראשות ציון אלון,,,,no_standalone_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,יז,יז,342,אדום לבן – ח'ירבת דוראן בראשות עמי פינשטיין מחכים למשיח? משיח כבר כאן...,official_results,אדום לבן – ח'ירבת דוראן בראשות עמי פינשטיין מחכים למשיח? משיח כבר כאן...,,,,no_standalone_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,ינ,ינ,677,איחוד הברית והשותפות,official_results,איחוד הברית והשותפות,,,,no_standalone_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,יף,יף,222,"כבוד האדם, בראשות עו""ד ארקדי פוגץ'",official_results,"כבוד האדם, בראשות עו""ד ארקדי פוגץ'",,,,no_standalone_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,יק,יק,389,"מפלגת הגוש התנ""כי",official_results,"מפלגת הגוש התנ""כי",,,,no_standalone_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,יר,יר,271,מנהיגות חברתית,official_results,מנהיגות חברתית (מפלגה),,https://he.wikipedia.org/wiki/%D7%9E%D7%A0%D7%94%D7%99%D7%92%D7%95%D7%AA_%D7%97%D7%91%D7%A8%D7%AA%D7%99%D7%AA_(%D7%9E%D7%A4%D7%9C%D7%92%D7%94),,list_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,כ,כ,516,הלב היהודי בראשות אלי יוסף,official_results,הלב היהודי בראשות אלי יוסף,,,,no_standalone_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,כן,כן,812,אני ואתה – מפלגת העם הישראלית,official_results,אני ואתה – מפלגת העם הישראלית,,,,no_standalone_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,ל,ל,263365,ישראל ביתנו בראשות אביגדור ליברמן,official_results,ישראל ביתנו,Yisrael Beiteinu,https://he.wikipedia.org/wiki/%D7%99%D7%A9%D7%A8%D7%90%D7%9C_%D7%91%D7%99%D7%AA%D7%A0%D7%95,https://en.wikipedia.org/wiki/Yisrael_Beiteinu,list_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,מחל,מחל,1352449,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,official_results,הליכוד,Likud,https://he.wikipedia.org/wiki/%D7%94%D7%9C%D7%99%D7%9B%D7%95%D7%93,https://en.wikipedia.org/wiki/Likud,list_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,נ,נ,2773,קול הנשים,official_results,קול הנשים,,,,no_standalone_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
