stat_area_id,stat_area_vintage,locality_code,locality_name_he,stat_area_number,elections_using_vintage,assigned_elections_count,assigned_elections,unassigned_elections_count,unassigned_elections,official_area_electorate_gap_elections,followup_elections,persistence_status,never_assigned_in_supported_elections,population_proxy,age_20_plus_population_proxy,population_reference_year,population_proxy_source
stat1995:70241,1995,70,אשדוד,241,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:70242,1995,70,אשדוד,242,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:70243,1995,70,אשדוד,243,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:70244,1995,70,אשדוד,244,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:703001,1995,703,גבעת עוז,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:70311,1995,70,אשדוד,311,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:70312,1995,70,אשדוד,312,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:70313,1995,70,אשדוד,313,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:70321,1995,70,אשדוד,321,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:70322,1995,70,אשדוד,322,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:70323,1995,70,אשדוד,323,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:70324,1995,70,אשדוד,324,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:70325,1995,70,אשדוד,325,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:70326,1995,70,אשדוד,326,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:70331,1995,70,אשדוד,331,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:70332,1995,70,אשדוד,332,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:70333,1995,70,אשדוד,333,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:70334,1995,70,אשדוד,334,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:70335,1995,70,אשדוד,335,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:705001,1995,705,נחשונים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:706001,1995,706,גיאה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:707001,1995,707,כפר דניאל,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:708001,1995,708,עמקה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:709001,1995,709,תפרח,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:710001,1995,710,בית זית,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100011,1995,7100,אשקלון,11,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100012,1995,7100,אשקלון,12,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100013,1995,7100,אשקלון,13,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100014,1995,7100,אשקלון,14,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100015,1995,7100,אשקלון,15,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100016,1995,7100,אשקלון,16,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100017,1995,7100,אשקלון,17,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100018,1995,7100,אשקלון,18,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100021,1995,7100,אשקלון,21,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100022,1995,7100,אשקלון,22,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100023,1995,7100,אשקלון,23,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100024,1995,7100,אשקלון,24,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100031,1995,7100,אשקלון,31,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100032,1995,7100,אשקלון,32,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100033,1995,7100,אשקלון,33,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:7100034,1995,7100,אשקלון,34,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100035,1995,7100,אשקלון,35,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100041,1995,7100,אשקלון,41,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100042,1995,7100,אשקלון,42,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100043,1995,7100,אשקלון,43,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100044,1995,7100,אשקלון,44,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100045,1995,7100,אשקלון,45,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100051,1995,7100,אשקלון,51,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100052,1995,7100,אשקלון,52,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100053,1995,7100,אשקלון,53,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7100054,1995,7100,אשקלון,54,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:71001,1995,71,אשבול,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:711001,1995,711,עזריה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:712001,1995,712,בן עמי,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:713001,1995,713,רעים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:714001,1995,714,ארז,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:715001,1995,715,להבות חביבה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:716001,1995,716,אייל,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:717001,1995,717,חגור,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:718001,1995,718,ירחיב,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:719001,1995,719,תל קציר,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7200001,1995,7200,נס ציונה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7200002,1995,7200,נס ציונה,2,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7200003,1995,7200,נס ציונה,3,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7200004,1995,7200,נס ציונה,4,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7200005,1995,7200,נס ציונה,5,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7200006,1995,7200,נס ציונה,6,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7200007,1995,7200,נס ציונה,7,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:7200008,1995,7200,נס ציונה,8,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:720001,1995,720,ניר גלים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:72001,1995,72,גן שמואל,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:721001,1995,721,שדה אילן,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:722001,1995,722,מגשימים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:723001,1995,723,בית הגדי,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:726001,1995,726,הודיה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:727001,1995,727,תלמי יחיאל,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:729001,1995,729,משמר השבעה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:730001,1995,730,אליפלט,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7300011,1995,7300,נצרת,11,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7300012,1995,7300,נצרת,12,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7300013,1995,7300,נצרת,13,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7300014,1995,7300,נצרת,14,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7300015,1995,7300,נצרת,15,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7300021,1995,7300,נצרת,21,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7300022,1995,7300,נצרת,22,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7300023,1995,7300,נצרת,23,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7300031,1995,7300,נצרת,31,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7300032,1995,7300,נצרת,32,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7300033,1995,7300,נצרת,33,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7300034,1995,7300,נצרת,34,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7300041,1995,7300,נצרת,41,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7300042,1995,7300,נצרת,42,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7300043,1995,7300,נצרת,43,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:731001,1995,731,מישר,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:732001,1995,732,משמר הירדן,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:734001,1995,734,גן יאשיה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:735001,1995,735,רמות מאיר,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:736001,1995,736,גילת,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:737001,1995,737,עולש,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:738001,1995,738,דור,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:739001,1995,739,שדה עוזיהו,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:740001,1995,740,אשתאול,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:74001,1995,74,עין הוד,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400111,1995,7400,נתניה,111,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400112,1995,7400,נתניה,112,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400113,1995,7400,נתניה,113,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400114,1995,7400,נתניה,114,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:7400115,1995,7400,נתניה,115,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:7400121,1995,7400,נתניה,121,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400122,1995,7400,נתניה,122,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400123,1995,7400,נתניה,123,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400124,1995,7400,נתניה,124,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400131,1995,7400,נתניה,131,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400132,1995,7400,נתניה,132,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400133,1995,7400,נתניה,133,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400134,1995,7400,נתניה,134,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400135,1995,7400,נתניה,135,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400136,1995,7400,נתניה,136,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400137,1995,7400,נתניה,137,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400138,1995,7400,נתניה,138,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400139,1995,7400,נתניה,139,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400211,1995,7400,נתניה,211,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400212,1995,7400,נתניה,212,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400213,1995,7400,נתניה,213,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400221,1995,7400,נתניה,221,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400222,1995,7400,נתניה,222,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400223,1995,7400,נתניה,223,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400231,1995,7400,נתניה,231,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400232,1995,7400,נתניה,232,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400233,1995,7400,נתניה,233,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400234,1995,7400,נתניה,234,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400241,1995,7400,נתניה,241,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400242,1995,7400,נתניה,242,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400243,1995,7400,נתניה,243,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400244,1995,7400,נתניה,244,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400245,1995,7400,נתניה,245,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400246,1995,7400,נתניה,246,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400247,1995,7400,נתניה,247,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400248,1995,7400,נתניה,248,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400311,1995,7400,נתניה,311,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400312,1995,7400,נתניה,312,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400313,1995,7400,נתניה,313,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400314,1995,7400,נתניה,314,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400315,1995,7400,נתניה,315,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400316,1995,7400,נתניה,316,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:7400321,1995,7400,נתניה,321,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400322,1995,7400,נתניה,322,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400323,1995,7400,נתניה,323,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:7400324,1995,7400,נתניה,324,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400325,1995,7400,נתניה,325,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400326,1995,7400,נתניה,326,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400331,1995,7400,נתניה,331,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400332,1995,7400,נתניה,332,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400333,1995,7400,נתניה,333,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400334,1995,7400,נתניה,334,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:7400335,1995,7400,נתניה,335,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7400336,1995,7400,נתניה,336,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:741001,1995,741,שואבה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:742001,1995,742,מסילת ציון,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:743001,1995,743,כפר שמואל,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:744001,1995,744,תלמי יפה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:745001,1995,745,גמזו,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:746001,1995,746,ברכיה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:747001,1995,747,בית שקמה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:748001,1995,748,מסלול,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:749001,1995,749,פטיש,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7500001,1995,7500,סח'נין,1,1,0,,1,K17,,K17,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:7500002,1995,7500,סח'נין,2,1,0,,1,K17,,K17,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:7500003,1995,7500,סח'נין,3,1,0,,1,K17,,K17,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:7500004,1995,7500,סח'נין,4,1,0,,1,K17,,K17,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:7500005,1995,7500,סח'נין,5,1,0,,1,K17,,K17,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:7500006,1995,7500,סח'נין,6,1,0,,1,K17,,K17,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:750001,1995,750,פדויים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:751001,1995,751,בית מאיר,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:752001,1995,752,תעוז,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:753001,1995,753,ינוב,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:755001,1995,755,גורן,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:756001,1995,756,בית עזרא,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:757001,1995,757,מצליח,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:758001,1995,758,יד חנה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:759001,1995,759,יציץ,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:760001,1995,760,בן זכאי,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7600011,1995,7600,עכו,11,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7600012,1995,7600,עכו,12,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7600013,1995,7600,עכו,13,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7600014,1995,7600,עכו,14,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7600021,1995,7600,עכו,21,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7600022,1995,7600,עכו,22,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7600023,1995,7600,עכו,23,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7600024,1995,7600,עכו,24,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7600025,1995,7600,עכו,25,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7600031,1995,7600,עכו,31,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7600032,1995,7600,עכו,32,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7600033,1995,7600,עכו,33,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7600034,1995,7600,עכו,34,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7600035,1995,7600,עכו,35,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:76001,1995,76,כפר גלעדי,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:761001,1995,761,שובה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:762001,1995,762,בטחה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:763001,1995,763,שתולים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:764001,1995,764,כפר מרדכי,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:765001,1995,765,משגב דב,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:766001,1995,766,קוממיות,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:767001,1995,767,פורת,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:768001,1995,768,כרמיה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:769001,1995,769,ניר עציון,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7700001,1995,7700,עפולה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7700002,1995,7700,עפולה,2,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7700003,1995,7700,עפולה,3,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7700004,1995,7700,עפולה,4,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7700005,1995,7700,עפולה,5,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7700006,1995,7700,עפולה,6,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7700007,1995,7700,עפולה,7,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7700008,1995,7700,עפולה,8,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7700009,1995,7700,עפולה,9,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:77001,1995,77,איילת השחר,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:771001,1995,771,מבוא ביתר,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:772001,1995,772,אמונים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:773001,1995,773,עמיקם,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:774001,1995,774,צוריאל,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:775001,1995,775,יד נתן,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:776001,1995,776,מחסיה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:777001,1995,777,נחשון,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:778001,1995,778,תרום,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:779001,1995,779,עמינדב,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7800001,1995,7800,פרדס חנה-כרכור,1,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:7800002,1995,7800,פרדס חנה-כרכור,2,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7800003,1995,7800,פרדס חנה-כרכור,3,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7800004,1995,7800,פרדס חנה-כרכור,4,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7800005,1995,7800,פרדס חנה-כרכור,5,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7800006,1995,7800,פרדס חנה-כרכור,6,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7800007,1995,7800,פרדס חנה-כרכור,7,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7800008,1995,7800,פרדס חנה-כרכור,8,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:780001,1995,780,אורה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:78001,1995,78,קרית ענבים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:781001,1995,781,גני יהודה,1,1,0,,1,K17,,,never_assigned_without_positive_population_proxy,True,0,0,,
stat1995:783001,1995,783,אבן ספיר,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:784001,1995,784,בית נחמיה,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:785001,1995,785,אחיהוד,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:786001,1995,786,כפר זיתים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:787001,1995,787,גבעת יערים,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:788001,1995,788,זיתן,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:789001,1995,789,רנן,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:79001,1995,79,'דגניה ב,1,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7900111,1995,7900,פתח תקווה,111,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7900112,1995,7900,פתח תקווה,112,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7900113,1995,7900,פתח תקווה,113,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7900114,1995,7900,פתח תקווה,114,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
stat1995:7900115,1995,7900,פתח תקווה,115,1,1,K17,0,,,,assigned_in_every_supported_election,False,0,0,,
