election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
K17,loc:2010,locality,loc:2010,2010,כפר בן נון,1,1,317,213,213,0,כן,70,35,35,0.328638,35,0,0,0,1,0,0,22,0,2,0,1,70,0,17,19,24,1,0,7,0,0,0,0,0,0,0,2,1,11,0
K17,loc:2011,locality,loc:2011,2011,ינון,1,1,591,373,368,5,אמת,103,77,26,0.279891,103,0,0,0,0,0,0,10,0,36,0,5,52,0,7,69,2,0,1,0,0,0,0,0,0,0,0,2,0,4,77
K17,loc:2012,locality,loc:2012,2012,אורות,1,1,304,209,209,0,אמת,73,63,10,0.349282,73,0,0,0,0,0,0,17,0,2,0,1,63,0,7,9,19,0,0,4,0,0,0,0,0,0,0,11,0,3,0
K17,loc:2013,locality,loc:2013,2013,בן שמן (מושב),1,1,429,325,323,2,כן,127,68,59,0.393189,68,0,0,0,1,0,0,26,1,6,0,0,127,0,15,30,23,1,0,3,0,0,0,0,0,0,0,7,0,13,2
K17,loc:2014,locality,loc:2014,2014,גבעולים,1,1,217,140,139,1,שס,55,30,25,0.395683,26,1,0,0,0,0,0,4,0,5,0,0,14,0,3,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55
K17,loc:2015,locality,loc:2015,2015,שדי חמד,1,1,494,351,345,6,כן,138,71,67,0.4,71,1,0,0,0,0,0,30,1,4,1,2,138,0,15,18,37,0,0,10,0,0,0,0,0,0,0,8,0,5,4
K17,loc:2016,locality,loc:2016,2016,רוויה,1,1,186,109,109,0,שס,42,25,17,0.385321,25,0,0,0,0,0,0,1,0,8,0,1,8,0,3,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42
K17,loc:2018,locality,loc:2018,2018,גבעת חיים (איחוד),1,1,797,551,549,2,אמת,310,106,204,0.564663,310,2,0,0,1,1,0,16,0,2,0,0,106,0,9,0,66,0,0,9,0,0,0,0,0,0,0,10,0,17,0
K17,loc:202,locality,loc:202,202,בית עובד,1,1,260,209,209,0,כן,72,67,5,0.344498,67,0,0,0,0,0,0,15,3,2,0,0,72,0,5,14,25,0,0,1,0,0,0,0,0,0,0,2,0,3,0
K17,loc:2021,locality,loc:2021,2021,אשל הנשיא,1,1,99,68,66,2,אמת,28,19,9,0.424242,28,0,0,0,0,0,0,3,0,1,0,0,19,0,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K17,loc:2023,locality,loc:2023,2023,להב,1,1,391,270,267,3,מרצ,126,79,47,0.47191,79,0,0,0,0,0,0,5,0,1,0,0,40,0,2,2,126,0,0,0,0,0,0,0,0,0,0,6,0,5,1
K17,loc:2024,locality,loc:2024,2024,אום אל-קוטוף,1,1,469,229,226,3,ד,75,43,32,0.331858,43,0,75,0,33,0,0,0,0,2,0,0,3,0,0,1,32,0,33,0,0,0,0,0,0,4,0,0,0,0,0
K17,loc:2026,locality,loc:2026,2026,ירדנה,1,1,283,180,180,0,אמת,70,29,41,0.388889,70,0,0,0,0,0,0,2,0,29,1,0,25,0,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
K17,loc:2029,locality,loc:2029,2029,מדרך עוז,1,1,382,261,261,0,כן,69,38,31,0.264368,27,21,0,0,0,0,0,18,2,34,0,0,69,0,5,38,1,0,1,0,0,1,0,0,0,2,0,4,0,1,37
K17,loc:2030,locality,loc:2030,2030,מנוחה,1,1,270,149,147,2,שס,35,34,1,0.238095,15,0,0,0,0,0,0,1,0,24,0,0,28,0,9,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35
K17,loc:2033,locality,loc:2033,2033,בית חלקיה,1,1,244,208,204,4,ג,176,12,164,0.862745,0,176,0,0,0,0,0,0,0,12,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
K17,loc:2034,locality,loc:2034,2034,חצור הגלילית,9,9,6184,3855,3794,61,שס,685,659,26,0.180548,503,577,1,0,0,1,0,49,1,314,2,25,329,1,659,577,10,6,4,2,0,2,2,0,0,0,1,29,1,13,685
K17,loc:2035,locality,loc:2035,2035,עדנים,1,1,271,216,213,3,כן,86,36,50,0.403756,36,0,0,0,0,0,0,22,0,2,0,0,86,0,12,21,19,0,0,3,0,0,0,0,0,0,0,7,0,4,1
K17,loc:2038,locality,loc:2038,2038,ברקת,1,1,637,519,516,3,שס,199,166,33,0.385659,3,3,0,0,0,0,0,1,0,166,0,88,5,0,9,38,0,2,0,0,0,0,0,0,0,0,0,0,0,2,199
K17,loc:204,locality,loc:204,204,אלישיב,1,1,358,274,272,2,שס,94,52,42,0.345588,23,1,0,0,0,1,0,7,0,33,0,0,52,0,3,41,1,1,0,3,0,1,1,0,1,0,0,5,0,4,94
K17,loc:2042,locality,loc:2042,2042,עין גדי,1,1,467,297,296,1,אמת,152,80,72,0.513514,152,0,0,0,0,0,0,12,1,1,0,0,80,0,4,0,23,0,0,3,0,0,0,0,0,0,0,4,0,11,5
K17,loc:2043,locality,loc:2043,2043,בחן,1,1,247,172,171,1,אמת,83,34,49,0.48538,83,0,0,1,0,0,0,9,1,1,0,0,34,0,4,3,14,0,0,2,0,0,0,0,0,0,0,13,0,5,1
K17,loc:2044,locality,loc:2044,2044,מלילות,1,1,192,120,120,0,מחל,28,23,5,0.233333,9,3,0,0,0,0,0,5,0,18,0,3,19,0,8,28,0,0,0,0,2,0,0,0,0,1,1,0,0,0,23
K17,loc:2045,locality,loc:2045,2045,נחלה,1,1,294,203,203,0,שס,60,41,19,0.295567,28,6,0,0,0,0,0,11,0,41,1,0,18,0,12,20,2,0,0,1,0,0,0,0,0,1,0,2,0,0,60
K17,loc:2046,locality,loc:2046,2046,סגולה,1,1,292,199,197,2,כן,71,69,2,0.360406,69,0,0,0,0,0,0,8,4,5,0,0,71,0,1,17,9,0,0,2,0,0,0,0,0,1,0,4,0,3,3
K17,loc:2047,locality,loc:2047,2047,ניר משה,1,1,274,175,175,0,אמת,56,56,0,0.32,56,0,0,0,1,0,0,17,0,3,0,0,56,0,3,18,11,0,0,1,0,0,0,0,0,0,0,1,0,2,6
K17,loc:2048,locality,loc:2048,2048,ניר עקיבא,1,1,196,134,134,0,אמת,40,22,18,0.298507,40,0,0,0,0,0,0,22,0,5,1,0,21,0,8,10,3,0,0,1,0,0,1,0,0,0,0,3,0,2,17
K17,loc:2049,locality,loc:2049,2049,שדה צבי,1,1,189,114,111,3,שס,33,23,10,0.297297,22,0,0,0,0,0,0,1,0,2,0,1,23,0,5,17,3,0,0,0,0,0,0,0,0,0,0,4,0,0,33
K17,loc:205,locality,loc:205,205,חגלה,1,1,361,304,304,0,אמת,114,76,38,0.375,114,0,0,0,1,0,0,23,2,8,0,0,76,0,12,3,35,0,0,6,0,0,1,0,0,0,0,5,0,18,0
K17,loc:2050,locality,loc:2050,2050,"תלמי ביל""ו",1,1,251,155,153,2,אמת,40,28,12,0.261438,40,1,0,0,0,0,0,3,0,13,0,1,26,0,8,28,1,1,0,0,0,0,0,0,0,0,0,2,0,1,28
K17,loc:2051,locality,loc:2051,2051,רווחה,1,1,335,207,205,2,שס,69,50,19,0.336585,14,15,0,0,0,0,0,4,0,50,0,3,10,0,6,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69
K17,loc:2052,locality,loc:2052,2052,אביטל,1,1,369,244,240,4,מחל,67,49,18,0.279167,27,0,0,0,1,0,0,4,0,36,0,16,49,0,16,67,0,0,0,2,0,0,1,0,0,0,0,3,0,1,17
K17,loc:2053,locality,loc:2053,2053,פרזון,1,1,271,188,187,1,מחל,72,47,25,0.385027,16,0,0,0,0,0,0,4,0,8,0,8,47,0,19,72,1,1,2,0,0,0,0,0,0,0,0,1,0,1,7
K17,loc:2054,locality,loc:2054,2054,מיטב,1,1,313,207,203,4,כן,67,56,11,0.330049,12,1,0,1,0,0,0,6,0,12,0,9,67,0,22,56,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11
K17,loc:2055,locality,loc:2055,2055,מאור,1,1,499,369,366,3,כן,115,60,55,0.314208,60,1,0,0,0,0,1,30,2,40,0,3,115,0,11,30,20,0,0,1,0,0,0,0,0,0,0,7,0,22,23
K17,loc:2057,locality,loc:2057,2057,שדי תרומות,1,1,324,151,148,3,מחל,40,34,6,0.27027,7,1,0,0,0,0,0,8,0,27,0,0,34,0,6,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24
K17,loc:2059,locality,loc:2059,2059,"פעמי תש""ז",1,1,250,160,160,0,שס,67,43,24,0.41875,43,0,0,0,0,0,0,2,0,6,0,0,10,0,4,25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,67
K17,loc:206,locality,loc:206,206,רמות השבים,1,1,824,614,610,4,כן,246,141,105,0.403279,141,4,0,0,0,0,1,33,8,7,0,0,246,1,9,17,93,0,0,12,0,0,0,0,0,0,0,8,0,26,4
K17,loc:2060,locality,loc:2060,2060,ברוש,1,1,180,125,125,0,אמת,68,19,49,0.544,68,0,0,0,0,0,0,1,0,3,0,0,9,0,6,17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19
K17,loc:2061,locality,loc:2061,2061,תדהר,1,1,177,126,125,1,אמת,62,33,29,0.496,62,0,0,0,0,0,0,0,0,2,0,0,33,0,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14
K17,loc:2062,locality,loc:2062,2062,תאשור,1,1,218,154,153,1,אמת,71,32,39,0.464052,71,1,1,0,1,0,0,3,0,4,0,0,32,0,11,4,10,0,0,3,0,0,0,0,0,0,0,1,0,4,7
K17,loc:2063,locality,loc:2063,2063,דישון,1,1,288,175,173,2,ל,42,37,5,0.242775,17,2,0,0,0,0,0,7,0,1,0,0,37,0,42,32,3,1,0,0,0,0,0,0,0,0,0,1,0,4,26
K17,loc:2064,locality,loc:2064,2064,זרועה,1,1,185,105,105,0,שס,37,23,14,0.352381,9,3,0,0,0,0,0,2,0,12,0,0,13,0,4,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,37
K17,loc:207,locality,loc:207,207,"גבעת ח""ן",1,1,281,233,233,0,כן,98,59,39,0.420601,59,3,0,0,0,0,0,10,1,4,0,0,98,0,5,11,24,0,0,8,0,0,0,0,0,0,0,5,0,5,0
K17,loc:208,locality,loc:208,208,מוצא עילית,1,1,663,456,453,3,אמת,148,129,19,0.326711,148,1,0,0,3,0,0,34,3,21,2,0,129,0,14,24,52,0,0,4,0,0,0,0,1,0,0,8,0,8,1
K17,loc:2100,locality,loc:2100,2100,טירת כרמל,24,24,15462,8207,8073,134,כן,1921,1440,481,0.237954,1281,44,4,0,3,10,132,398,15,720,11,57,1921,8,815,963,43,4,5,22,7,4,11,2,6,12,10,64,2,59,1440
K17,loc:213,locality,loc:213,213,משמרות,1,1,232,151,149,2,אמת,87,25,62,0.583893,87,0,0,0,1,0,0,8,0,1,0,1,25,0,3,1,5,0,0,1,0,0,0,0,0,0,0,4,0,12,0
K17,loc:217,locality,loc:217,217,"כפר הרא""ה",1,1,590,501,498,3,טב,332,32,300,0.666667,10,8,0,0,0,0,0,19,0,332,0,13,32,0,21,27,3,0,0,11,0,0,0,0,0,0,0,0,0,5,17
K17,loc:218,locality,loc:218,218,גני עם,1,1,196,155,155,0,כן,65,41,24,0.419355,41,0,0,0,0,0,0,11,0,0,0,0,65,0,5,4,12,0,0,4,0,0,0,0,0,0,0,5,0,8,0
K17,loc:219,locality,loc:219,219,חיבת ציון,1,1,345,265,263,2,טב,57,53,4,0.21673,53,2,0,0,1,0,0,22,0,57,2,8,50,0,4,19,17,1,0,8,0,0,0,0,0,0,0,7,0,11,1
K17,loc:22,locality,loc:22,22,מקווה ישראל,1,1,179,130,128,2,אמת,37,25,12,0.289062,37,1,0,0,1,0,0,13,0,22,0,0,25,0,6,6,11,1,0,0,0,0,0,0,0,0,0,3,0,0,2
K17,loc:220,locality,loc:220,220,כפר ביאליק,1,1,408,271,266,5,כן,113,65,48,0.424812,65,1,0,0,0,0,0,28,0,11,0,0,113,1,6,11,13,0,0,3,0,0,0,0,0,0,0,3,0,9,2
K17,loc:2200,locality,loc:2200,2200,דימונה,44,44,25498,12500,12100,400,ל,2749,2177,572,0.22719,2177,341,11,0,5,5,8,253,14,806,11,64,1978,4,2749,1269,48,7,13,62,34,4,22,3,10,15,21,79,1,38,2048
K17,loc:223,locality,loc:223,223,עין עירון,1,1,291,225,225,0,כן,88,54,34,0.391111,54,0,0,0,0,0,0,16,0,4,0,0,88,0,3,7,32,0,0,8,0,0,0,0,0,0,0,6,0,7,0
K17,loc:224,locality,loc:224,224,שושנת העמקים,1,1,400,227,224,3,אמת,47,43,4,0.209821,47,4,0,0,0,0,0,40,1,10,0,2,43,1,3,23,3,1,0,0,0,0,0,0,0,0,1,4,0,7,34
K17,loc:225,locality,loc:225,225,גן השומרון,1,1,503,351,348,3,כן,154,82,72,0.442529,82,0,0,0,0,0,0,27,1,5,3,0,154,0,5,14,36,0,0,1,0,0,0,0,0,0,0,12,0,8,0
K17,loc:229,locality,loc:229,229,גני תקווה,15,15,9222,6570,6503,67,כן,1918,1059,859,0.294941,1059,240,0,0,6,2,1,592,24,462,3,39,1918,8,216,668,294,2,0,66,0,0,3,0,0,1,9,67,0,108,715
K17,loc:23,locality,loc:23,23,אמציה,1,1,118,76,76,0,כן,26,15,11,0.342105,6,0,0,0,0,0,0,15,0,0,0,0,26,0,5,11,8,0,0,0,0,0,0,0,0,0,0,1,0,4,0
K17,loc:230,locality,loc:230,230,מעש,1,1,593,449,446,3,כן,147,118,29,0.329596,118,4,0,0,0,0,0,49,1,24,0,3,147,0,16,27,31,0,0,6,0,0,0,0,0,0,0,10,0,6,4
K17,loc:2300,locality,loc:2300,2300,קריית טבעון,20,20,11775,7873,7797,76,אמת,2458,2429,29,0.315249,2458,39,3,3,38,1,4,546,35,206,8,27,2429,4,327,470,584,2,5,108,2,2,14,0,5,11,10,110,2,239,105
K17,loc:232,locality,loc:232,232,שפיים,1,1,770,587,584,3,אמת,357,108,249,0.611301,357,2,0,0,2,0,0,17,1,0,1,1,108,0,2,8,51,0,1,5,0,0,0,0,1,0,0,14,0,12,1
K17,loc:233,locality,loc:233,233,כפר ידידיה,1,1,390,287,287,0,כן,114,86,28,0.397213,86,0,0,0,1,0,0,14,1,2,0,0,114,0,2,8,36,0,0,10,0,0,2,0,0,0,0,6,0,5,0
K17,loc:234,locality,loc:234,234,ביצרון,1,1,665,520,519,1,כן,214,138,76,0.412331,138,2,0,0,2,0,0,42,4,6,0,1,214,0,14,22,37,0,0,6,0,1,0,0,0,0,0,8,1,20,1
K17,loc:235,locality,loc:235,235,חבצלת השרון,1,1,357,247,245,2,כן,85,57,28,0.346939,57,1,0,0,0,0,0,28,1,14,0,2,85,0,7,13,16,0,0,0,0,0,0,0,0,0,0,0,0,3,18
K17,loc:237,locality,loc:237,237,שער העמקים,1,1,522,393,390,3,מרצ,167,118,49,0.428205,118,0,0,0,1,0,0,7,2,0,0,0,71,0,3,0,167,0,0,2,0,0,1,0,0,0,0,8,0,9,1
K17,loc:239,locality,loc:239,239,גן חיים,1,1,473,362,360,2,כן,128,121,7,0.355556,121,0,0,0,0,0,0,19,0,3,0,0,128,0,8,10,43,0,0,6,0,0,0,0,1,0,1,10,0,10,0
K17,loc:24,locality,loc:24,24,לכיש,1,1,365,304,303,1,אמת,129,91,38,0.425743,129,0,1,0,0,0,0,10,2,5,0,0,91,0,6,12,37,1,0,4,0,0,0,0,0,1,0,0,0,3,1
K17,loc:240,locality,loc:240,240,יקנעם עילית,21,21,13060,8275,8121,154,כן,2223,1485,738,0.273735,1216,141,3,2,3,13,157,475,27,352,13,30,2223,2,1485,975,161,4,2,40,10,1,7,1,2,7,10,87,7,120,545
K17,loc:2400,locality,loc:2400,2400,אור יהודה,39,38,23579,13277,13028,249,שס,3280,2912,368,0.251765,1678,150,8,3,15,9,151,933,29,414,25,59,2912,8,1197,1533,208,5,8,48,41,3,5,5,1,7,24,103,2,164,3280
K17,loc:241,locality,loc:241,241,יקנעם (מושבה),1,1,858,623,623,0,כן,228,181,47,0.365971,181,2,0,1,0,0,1,46,3,28,3,2,228,0,11,11,53,0,0,11,1,0,0,0,0,1,0,13,0,23,4
K17,loc:242,locality,loc:242,242,בית השיטה,2,2,889,605,603,2,אמת,325,141,184,0.538972,325,0,0,1,0,0,0,36,1,8,1,0,141,1,16,9,33,0,0,8,0,0,0,0,0,0,0,15,0,6,2
K17,loc:246,locality,loc:246,246,נתיבות,23,23,15137,10181,10014,167,שס,4135,1556,2579,0.412922,914,833,2,3,1,9,80,45,24,780,9,82,446,4,1556,959,21,4,6,18,2,5,1,4,4,6,11,37,2,11,4135
K17,loc:247,locality,loc:247,247,רשפון,1,1,706,542,532,10,כן,232,97,135,0.43609,97,1,0,0,1,0,0,42,3,5,1,0,232,0,12,21,59,0,0,8,0,0,1,0,0,0,0,17,0,29,3
K17,loc:248,locality,loc:248,248,בית שערים,1,1,477,346,345,1,כן,113,106,7,0.327536,106,0,0,0,1,0,1,23,1,12,0,1,113,0,15,22,22,0,1,7,0,0,0,0,2,0,0,7,0,10,1
K17,loc:249,locality,loc:249,249,כפר סירקין,1,1,722,543,535,8,כן,211,114,97,0.394393,114,1,0,0,2,0,0,65,4,10,1,2,211,1,13,40,27,0,0,10,0,0,1,0,0,1,0,6,0,21,5
K17,loc:250,locality,loc:250,250,הזורע,1,1,847,581,571,10,מרצ,213,203,10,0.37303,203,0,0,0,6,0,1,9,0,1,0,1,98,0,5,6,213,0,0,7,0,0,0,0,0,0,1,8,0,10,2
K17,loc:2500,locality,loc:2500,2500,נשר,28,28,17361,10225,10038,187,כן,2850,2059,791,0.283921,1393,76,8,1,13,5,33,601,56,215,28,42,2850,4,2059,1255,263,11,3,44,9,2,14,1,0,13,19,147,2,162,709
K17,loc:252,locality,loc:252,252,ביתן אהרן,1,1,586,465,454,11,כן,173,109,64,0.381057,109,0,0,0,2,0,0,49,1,8,1,0,173,0,12,37,32,0,0,4,0,0,0,0,0,0,0,2,0,21,3
K17,loc:253,locality,loc:253,253,חולתה,1,1,352,244,243,1,אמת,122,46,76,0.502058,122,3,0,0,0,0,0,16,0,2,0,1,46,0,6,0,19,0,0,3,0,0,0,0,0,0,0,11,0,14,0
K17,loc:2530,locality,loc:2530,2530,באר יעקב,8,8,5211,3184,3136,48,כן,727,577,150,0.231824,454,107,0,1,1,1,131,218,3,140,4,37,727,1,191,340,76,6,4,8,0,1,3,2,3,3,9,28,1,59,577
K17,loc:254,locality,loc:254,254,כפר המכבי,1,1,269,175,173,2,אמת,80,62,18,0.462428,80,0,0,0,1,0,0,6,0,2,0,0,62,0,3,1,9,0,0,3,0,0,0,0,0,0,1,4,0,1,0
K17,loc:255,locality,loc:255,255,כפר חיטים,1,1,303,181,181,0,אמת,57,52,5,0.314917,57,1,0,0,0,0,0,15,0,4,1,0,52,0,6,11,16,0,0,2,0,0,0,0,0,0,0,5,0,6,5
K17,loc:2550,locality,loc:2550,2550,גדרה,16,16,9494,6207,6148,59,כן,1486,1058,428,0.241705,1058,53,2,1,6,5,201,445,14,730,7,23,1486,1,237,776,204,6,6,61,3,5,1,0,6,5,8,51,5,102,640
K17,loc:256,locality,loc:256,256,ניר דוד (תל עמל),1,1,537,412,410,2,מרצ,195,105,90,0.47561,105,0,0,0,1,0,0,4,4,1,0,0,69,0,2,3,195,0,0,2,0,0,0,0,0,0,0,16,0,8,0
K17,loc:2560,locality,loc:2560,2560,ערד,33,33,19812,10743,10465,278,ל,2934,2469,465,0.280363,1631,566,9,1,15,6,21,535,21,331,41,79,2469,10,2934,810,243,8,11,52,12,1,7,5,6,16,22,152,2,124,325
K17,loc:257,locality,loc:257,257,נופך,1,1,232,161,161,0,מחל,40,30,10,0.248447,30,2,0,0,2,0,0,11,0,11,0,1,25,0,5,40,3,0,0,0,0,0,0,0,0,0,0,5,0,2,24
K17,loc:259,locality,loc:259,259,שדה נחום,1,1,241,159,159,0,אמת,74,39,35,0.465409,74,0,0,0,0,0,0,14,0,0,0,1,39,0,3,6,10,0,0,1,0,0,0,0,1,0,1,5,0,2,2
K17,loc:26,locality,loc:26,26,ראש פינה,3,3,1836,1228,1227,1,אמת,366,350,16,0.298289,366,7,2,0,5,0,1,92,1,70,1,11,350,0,35,69,108,1,0,11,0,0,1,0,0,1,0,42,0,25,28
K17,loc:2600,locality,loc:2600,2600,אילת,71,71,43001,16260,15982,278,כן,5019,3395,1624,0.314041,3395,121,11,2,31,8,12,1239,69,759,19,117,5019,8,1167,1465,360,8,4,94,8,8,23,2,9,16,25,353,6,199,1425
K17,loc:2610,locality,loc:2610,2610,בית שמש,55,55,34712,21965,21669,296,ג,4803,4311,492,0.221653,1428,4803,9,2,9,3,609,322,22,3099,18,397,1683,4,2245,2340,87,16,1,56,9,3,11,1,7,7,9,87,1,70,4311
K17,loc:262,locality,loc:262,262,גינוסר,1,1,462,316,311,5,אמת,140,100,40,0.450161,140,0,0,0,0,0,0,13,2,5,1,1,100,0,8,10,8,0,0,0,0,0,0,0,0,2,0,9,0,7,5
K17,loc:2620,locality,loc:2620,2620,קריית אונו,35,35,21416,14643,14486,157,כן,4523,2883,1640,0.312233,2883,106,6,1,15,3,5,1510,85,877,25,54,4523,74,691,1304,832,11,1,133,2,3,11,0,1,5,28,154,1,284,858
K17,loc:263,locality,loc:263,263,מסדה,1,1,229,147,144,3,אמת,66,25,41,0.458333,66,2,0,14,0,0,0,9,1,0,0,0,25,0,8,1,5,0,0,0,0,0,0,0,0,0,0,2,0,11,0
K17,loc:2630,locality,loc:2630,2630,קריית גת,56,56,36650,19866,19391,475,ל,4017,3622,395,0.207158,2502,758,6,4,2,13,227,575,56,1172,37,192,3411,11,4017,2041,192,17,9,43,75,3,14,7,12,34,51,182,4,102,3622
K17,loc:264,locality,loc:264,264,שער הגולן,1,1,486,367,366,1,מרצ,154,85,69,0.420765,78,0,0,0,0,1,0,18,0,3,0,0,85,0,4,1,154,0,0,0,0,0,0,0,0,0,0,12,0,10,0
K17,loc:2640,locality,loc:2640,2640,ראש העין,36,36,24176,16454,16255,199,כן,3767,2735,1032,0.231744,2423,284,1,0,13,13,58,1085,44,1655,30,132,3767,8,910,2122,408,14,6,110,2,5,6,4,2,4,3,186,1,224,2735
K17,loc:265,locality,loc:265,265,בית יוסף,1,1,288,168,166,2,שס,79,21,58,0.475904,21,1,0,0,0,0,0,7,0,12,0,1,17,0,6,19,0,0,1,0,0,0,0,0,0,0,0,2,0,0,79
K17,loc:2650,locality,loc:2650,2650,רמת השרון,47,47,31426,21994,21782,212,כן,8252,4231,4021,0.378845,4231,619,4,4,45,5,13,1857,132,559,41,32,8252,3,589,1485,1839,10,3,244,2,1,10,0,3,9,11,289,2,538,950
K17,loc:2660,locality,loc:2660,2660,יבנה,36,36,24073,14756,14561,195,כן,3613,2712,901,0.248129,2120,202,3,1,8,13,264,842,41,1002,16,76,3613,6,880,1814,385,8,14,79,9,2,12,5,4,9,15,176,2,228,2712
K17,loc:267,locality,loc:267,267,כפר שמריהו,2,2,1578,1039,1033,6,כן,528,156,372,0.511133,156,2,0,0,4,0,1,65,11,14,1,2,528,0,27,60,82,0,0,25,0,1,0,0,0,0,0,21,1,28,4
K17,loc:268,locality,loc:268,268,טירת צבי,1,1,485,382,376,6,טב,238,48,190,0.632979,14,0,0,0,0,0,1,7,0,238,0,2,28,0,4,18,3,0,0,48,0,0,0,0,0,0,0,0,0,12,1
K17,loc:269,locality,loc:269,269,מולדת,1,1,529,376,376,0,אמת,169,119,50,0.449468,169,0,0,0,0,0,0,16,0,5,0,2,119,0,11,12,32,0,0,3,0,0,0,0,0,0,0,4,0,3,0
K17,loc:27,locality,loc:27,27,שדות מיכה,1,1,228,141,139,2,שס,58,47,11,0.417266,47,0,0,0,0,0,0,1,0,3,1,1,13,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
K17,loc:270,locality,loc:270,270,עין השופט,1,1,725,475,474,1,אמת,186,167,19,0.392405,186,1,0,0,0,0,0,6,0,1,0,0,85,0,4,3,167,1,0,1,0,0,0,0,0,0,1,7,0,11,0
K17,loc:2710,locality,loc:2710,2710,אום אל-פחם,40,40,22666,12584,12296,288,ו,7044,2695,4349,0.572869,459,9,2695,1,7044,5,1,4,5,9,1,4,172,3,8,12,282,8,1345,17,1,4,2,5,7,69,3,11,9,6,95
K17,loc:272,locality,loc:272,272,מעוז חיים,1,1,450,304,302,2,אמת,155,84,71,0.513245,155,0,0,0,2,0,0,13,0,5,0,0,84,0,8,6,19,0,0,6,0,0,0,0,0,0,0,2,0,2,0
K17,loc:2720,locality,loc:2720,2720,טירה,18,18,12472,7235,7117,118,עם,3431,1533,1898,0.482085,301,2,1350,0,1533,0,0,5,2,1,2,3,277,5,3,11,134,0,3431,0,2,1,1,1,4,6,3,16,1,3,19
K17,loc:273,locality,loc:273,273,עין גב,1,1,447,319,312,7,אמת,165,64,101,0.528846,165,0,0,0,0,0,0,6,0,10,1,0,64,0,12,10,24,1,0,4,0,1,0,0,0,0,0,10,0,4,0
K17,loc:2730,locality,loc:2730,2730,טייבה,31,31,19161,12021,11824,197,עם,6080,2939,3141,0.514208,379,0,1864,13,2939,1,1,7,2,24,1,2,130,2,9,22,286,1,6080,20,1,1,3,1,2,7,2,7,2,1,14
K17,loc:274,locality,loc:274,274,כפר מנחם,1,1,506,350,342,8,מרצ,184,65,119,0.538012,65,0,1,0,7,0,0,5,0,1,0,0,42,0,4,3,184,0,2,4,0,0,0,0,0,0,0,7,0,16,1
K17,loc:276,locality,loc:276,276,צור משה,2,2,1330,1041,1034,7,כן,382,294,88,0.369439,294,2,0,0,0,0,0,82,3,22,1,1,382,1,25,55,88,0,0,7,0,0,1,0,3,2,1,16,0,43,5
K17,loc:278,locality,loc:278,278,אושה,1,1,319,204,202,2,אמת,84,54,30,0.415842,84,0,0,0,0,0,0,16,0,0,0,0,54,0,2,2,23,0,0,7,0,0,0,0,0,0,0,3,0,11,0
K17,loc:28,locality,loc:28,28,מזכרת בתיה,10,10,5703,3922,3879,43,כן,1297,866,431,0.334365,866,7,0,0,3,0,20,329,14,192,4,15,1297,1,149,360,220,1,1,46,0,4,4,2,2,2,1,48,0,82,209
K17,loc:280,locality,loc:280,280,חניתה,1,1,530,313,311,2,אמת,184,54,130,0.59164,184,0,0,0,0,0,0,10,1,6,0,0,54,0,9,2,31,0,0,4,0,0,0,0,0,0,0,2,1,5,2
K17,loc:2800,locality,loc:2800,2800,קריית שמונה,26,26,17385,9028,8860,168,אמת,1579,1564,15,0.178217,1579,44,2,2,9,11,7,380,12,929,7,56,1564,6,1488,1073,72,7,5,92,10,5,11,2,3,6,18,107,2,83,1268
K17,loc:281,locality,loc:281,281,פקיעין חדשה,1,1,215,140,140,0,אמת,50,38,12,0.357143,50,1,0,0,0,0,0,2,0,1,0,0,29,0,5,11,0,0,0,0,0,0,0,0,0,0,0,2,0,1,38
K17,loc:282,locality,loc:282,282,שבי ציון,1,1,623,433,429,4,כן,159,110,49,0.370629,110,0,0,0,1,0,0,32,1,11,0,1,159,0,14,25,35,0,0,2,0,0,1,0,0,1,1,18,0,15,2
K17,loc:284,locality,loc:284,284,שדה ורבורג,1,1,723,538,535,3,כן,219,145,74,0.409346,145,1,0,0,1,1,0,30,5,10,0,1,219,0,9,25,67,0,0,4,0,0,0,0,0,0,1,5,0,9,2
