election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
K22,loc:146,locality,loc:146,146,דבורה,1,1,230,165,165,0,פה,83,35,48,0.50303,24,0,1,0,0,0,0,6,0,1,0,0,0,0,0,2,6,35,3,0,0,0,83,0,0,1,0,0,0,0,0,3
K22,loc:147,locality,loc:147,147,גבעת ברנר,3,3,1875,1412,1408,4,פה,735,249,486,0.522017,249,2,6,0,1,0,6,31,0,1,0,0,0,0,0,9,33,131,195,0,0,0,735,0,3,0,0,0,0,1,1,4
K22,loc:15,locality,loc:15,15,נועם,1,1,308,228,227,1,מחל,158,36,122,0.696035,1,4,0,0,0,0,2,8,0,0,0,0,0,0,0,4,1,158,0,0,0,0,13,0,0,0,0,0,0,0,0,36
K22,loc:154,locality,loc:154,154,תל מונד,15,15,9348,7078,7050,28,פה,3552,1696,1856,0.50383,396,45,6,0,0,0,16,407,0,7,0,0,0,0,0,85,279,1696,376,1,1,0,3552,1,1,0,1,0,0,2,0,178
K22,loc:155,locality,loc:155,155,באר טוביה,1,1,805,664,664,0,פה,413,63,350,0.621988,55,0,1,0,0,0,33,11,0,0,0,0,0,0,0,3,18,63,56,0,0,0,413,0,4,0,0,0,0,0,0,7
K22,loc:156,locality,loc:156,156,עיינות,1,1,136,53,53,0,פה,17,12,5,0.320755,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,12,4,0,0,0,17,0,0,0,0,0,0,0,0,0
K22,loc:157,locality,loc:157,157,עין ורד,2,2,1091,879,877,2,פה,540,103,437,0.615735,58,4,3,0,0,0,78,15,0,0,0,0,0,0,0,3,26,46,103,0,0,0,540,0,0,0,0,0,0,0,0,1
K22,loc:158,locality,loc:158,158,נען,2,2,1295,981,980,1,פה,495,224,271,0.505102,224,0,3,0,0,0,4,18,0,0,0,0,0,0,0,1,21,48,165,0,0,0,495,0,0,0,0,0,0,1,0,0
K22,loc:159,locality,loc:159,159,בית חנן,1,1,522,404,404,0,פה,222,46,176,0.549505,39,0,0,0,0,0,35,8,0,1,0,0,0,0,0,1,17,46,33,0,0,0,222,0,0,0,0,0,0,0,0,2
K22,loc:16,locality,loc:16,16,בית ניר,1,1,437,347,347,0,פה,153,133,20,0.440922,34,0,4,0,0,0,2,2,0,0,0,0,0,0,0,1,7,10,133,0,0,0,153,0,0,0,0,0,0,0,0,1
K22,loc:160,locality,loc:160,160,חולדה,1,1,643,523,522,1,פה,274,75,199,0.524904,75,2,0,0,0,0,2,11,0,2,1,0,0,0,0,2,14,70,67,0,0,0,274,0,1,0,0,0,0,0,0,1
K22,loc:162,locality,loc:162,162,חירות,2,2,932,759,759,0,פה,470,108,362,0.619236,91,0,3,0,1,0,19,13,0,0,0,0,0,0,0,0,21,30,108,0,0,0,470,0,0,0,0,1,0,0,1,1
K22,loc:163,locality,loc:163,163,תימורים,1,1,636,476,476,0,פה,299,50,249,0.628151,50,0,1,0,0,0,11,13,0,0,0,0,0,0,0,4,18,48,29,0,0,0,299,0,1,0,0,0,1,0,0,1
K22,loc:164,locality,loc:164,164,מלאה,1,1,278,216,215,1,מחל,129,23,106,0.6,12,1,0,0,0,0,5,13,0,0,0,0,0,0,0,6,4,129,1,0,0,0,21,0,0,0,0,0,0,0,0,23
K22,loc:165,locality,loc:165,165,ניר יפה,1,1,408,298,298,0,מחל,116,107,9,0.389262,31,0,0,1,0,0,3,9,0,0,0,1,0,0,0,4,8,116,3,0,0,0,107,0,0,0,0,0,0,0,0,15
K22,loc:166,locality,loc:166,166,גן יבנה,26,26,16360,12192,12132,60,מחל,4615,3962,653,0.380399,702,66,11,5,1,0,53,674,1,22,0,1,0,0,0,223,807,4615,206,1,1,0,3962,2,6,0,0,1,2,1,8,761
K22,loc:167,locality,loc:167,167,עין החורש,1,1,694,555,555,0,פה,271,179,92,0.488288,89,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,9,179,0,0,0,271,0,0,0,0,0,0,0,0,1
K22,loc:168,locality,loc:168,168,כפר יונה,26,26,15904,11619,11568,51,פה,4552,3937,615,0.393499,647,156,10,4,1,0,18,502,0,17,0,1,0,0,2,167,635,3937,348,1,0,0,4552,1,7,0,0,6,1,0,3,552
K22,loc:170,locality,loc:170,170,כפר יעבץ,1,1,465,369,369,0,מחל,183,63,120,0.495935,6,13,1,0,0,0,6,63,0,0,0,0,0,0,0,26,2,183,3,0,0,0,34,0,0,0,0,0,0,0,0,32
K22,loc:171,locality,loc:171,171,פרדסייה,8,8,4991,3775,3768,7,פה,1901,908,993,0.504512,327,16,0,1,1,0,3,178,0,3,0,0,0,0,0,35,134,908,159,2,0,0,1901,0,1,0,1,0,0,0,1,97
K22,loc:173,locality,loc:173,173,גבעת חיים (מאוחד),2,2,893,672,671,1,פה,302,156,146,0.450075,156,1,3,0,0,0,2,9,0,1,0,0,0,0,0,2,17,31,146,0,0,0,302,0,0,0,0,0,0,0,0,1
K22,loc:174,locality,loc:174,174,נטעים,1,1,544,415,413,2,פה,228,59,169,0.552058,51,5,1,0,0,0,5,12,0,2,0,0,0,0,0,0,10,59,36,1,0,0,228,0,1,0,0,0,0,0,0,2
K22,loc:175,locality,loc:175,175,אביחיל,2,2,984,733,732,1,פה,432,85,347,0.590164,67,0,5,0,0,0,6,22,0,0,0,0,0,0,0,1,24,85,80,1,0,0,432,0,0,0,0,0,0,0,2,7
K22,loc:176,locality,loc:176,176,אפיקים,2,2,1082,715,712,3,פה,377,180,197,0.529494,180,1,2,0,0,0,3,11,0,2,0,0,0,0,0,2,19,33,76,0,0,0,377,0,1,0,0,0,0,0,3,2
K22,loc:177,locality,loc:177,177,"כפר ביל""ו",2,2,868,681,680,1,פה,380,74,306,0.558824,59,9,2,1,0,0,53,9,0,0,0,0,0,0,0,5,21,58,74,0,0,0,380,0,1,1,0,0,1,0,0,6
K22,loc:178,locality,loc:178,178,רמת יוחנן,2,2,828,562,561,1,פה,307,96,211,0.547237,88,2,2,0,0,0,1,10,0,0,0,0,0,0,0,4,20,30,96,0,0,0,307,0,1,0,0,0,0,0,0,0
K22,loc:18,locality,loc:18,18,שדה משה,1,1,397,305,303,2,פה,151,78,73,0.49835,22,0,0,0,0,0,16,4,0,1,0,0,0,0,0,2,18,78,8,0,0,0,151,0,0,0,0,0,0,0,1,2
K22,loc:182,locality,loc:182,182,אבן יהודה,15,15,9906,7512,7500,12,פה,3956,1584,2372,0.527467,547,52,13,1,0,0,6,255,0,8,1,2,0,0,0,52,304,1584,572,1,0,0,3956,0,0,0,0,0,0,0,3,143
K22,loc:183,locality,loc:183,183,ירקונה,1,1,311,227,227,0,פה,132,29,103,0.581498,19,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,6,23,29,0,0,0,132,0,0,0,0,0,0,0,0,1
K22,loc:184,locality,loc:184,184,רמת הכובש,1,1,659,526,526,0,פה,288,106,182,0.547529,90,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,14,19,106,0,0,0,288,0,0,0,0,0,0,1,0,2
K22,loc:186,locality,loc:186,186,נעורים,1,1,195,73,72,1,פה,44,11,33,0.611111,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,11,2,0,0,0,44,0,0,0,0,0,0,0,0,1
K22,loc:187,locality,loc:187,187,כפר הס,2,2,1051,810,810,0,פה,494,119,375,0.609877,96,0,5,0,0,0,23,12,0,1,0,0,0,0,0,1,13,44,119,0,0,0,494,0,0,0,0,0,1,0,0,1
K22,loc:188,locality,loc:188,188,אשדות יעקב (מאוחד),1,1,516,345,344,1,פה,146,84,62,0.424419,84,0,0,0,1,0,2,9,0,0,0,0,0,0,0,7,17,49,26,0,0,0,146,0,0,0,0,0,0,0,0,3
K22,loc:189,locality,loc:189,189,כפר פינס,1,1,376,302,302,0,טב,208,50,158,0.688742,3,3,0,0,0,0,1,208,0,0,0,0,0,0,0,13,3,50,1,0,0,0,19,0,0,0,0,0,0,1,0,0
K22,loc:190,locality,loc:190,190,כפר ויתקין,2,2,1402,1059,1057,2,פה,624,188,436,0.59035,115,4,2,0,0,0,43,12,0,0,0,0,0,0,0,1,22,46,188,0,0,0,624,0,0,0,0,0,0,0,0,0
K22,loc:191,locality,loc:191,191,הדר עם,1,1,511,413,413,0,פה,248,61,187,0.600484,33,2,2,0,0,0,1,6,0,2,0,0,0,0,0,1,20,36,61,0,0,0,248,0,0,0,0,0,0,0,0,1
K22,loc:192,locality,loc:192,192,כפר החורש,1,1,479,359,357,2,פה,180,55,125,0.504202,53,0,0,1,0,0,2,7,0,0,0,0,0,0,0,5,25,28,55,0,0,0,180,0,0,0,0,0,0,0,0,1
K22,loc:193,locality,loc:193,193,כפר חיים,1,1,422,331,331,0,פה,204,43,161,0.616314,39,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,6,29,43,0,0,0,204,0,0,1,0,0,0,0,0,0
K22,loc:194,locality,loc:194,194,משמר השרון,1,1,515,348,348,0,פה,149,102,47,0.428161,64,1,2,0,0,0,3,4,0,0,0,1,0,0,0,1,6,13,102,0,0,0,149,0,0,0,0,0,0,1,0,1
K22,loc:195,locality,loc:195,195,קדימה-צורן,24,24,15422,11682,11658,24,פה,5815,2511,3304,0.498799,736,57,17,4,0,0,31,398,3,7,1,0,0,0,0,128,618,2511,697,2,1,0,5815,5,1,1,0,2,2,0,3,618
K22,loc:196,locality,loc:196,196,גיבתון,1,1,260,207,207,0,פה,110,27,83,0.531401,27,2,1,0,0,0,2,9,0,0,0,0,0,0,0,2,8,23,23,0,0,0,110,0,0,0,0,0,0,0,0,0
K22,loc:197,locality,loc:197,197,מעברות,2,2,738,568,567,1,פה,237,230,7,0.417989,68,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,6,15,230,0,0,0,237,0,0,0,1,1,0,0,0,1
K22,loc:198,locality,loc:198,198,צופית,2,2,804,593,593,0,פה,346,84,262,0.583474,61,3,1,0,0,0,38,5,0,0,0,0,0,0,0,1,14,38,84,0,0,0,346,1,0,0,0,0,0,0,0,1
K22,loc:199,locality,loc:199,199,אשדות יעקב (איחוד),1,1,647,476,476,0,פה,256,97,159,0.537815,97,0,0,0,0,0,0,19,0,1,0,0,0,0,0,1,16,53,32,0,0,0,256,0,0,0,0,0,0,0,1,0
K22,loc:200,locality,loc:200,200,בית ינאי,1,1,303,193,193,0,פה,120,31,89,0.621762,16,0,4,0,0,0,3,2,0,0,0,0,0,0,0,0,5,12,31,0,0,0,120,0,0,0,0,0,0,0,0,0
K22,loc:2002,locality,loc:2002,2002,תנובות,1,1,607,469,467,2,מחל,158,133,25,0.33833,36,10,0,0,0,0,76,14,0,0,0,0,0,0,0,8,3,158,6,0,0,0,133,0,0,0,0,0,0,0,1,22
K22,loc:2003,locality,loc:2003,2003,תלמי אלעזר,1,1,653,504,503,1,פה,273,91,182,0.542744,44,1,0,0,0,0,8,13,0,0,0,0,0,0,0,8,20,91,45,0,0,0,273,0,0,0,0,0,0,0,0,0
K22,loc:2008,locality,loc:2008,2008,שדה יצחק,1,1,396,291,290,1,פה,129,58,71,0.444828,16,0,2,0,0,0,33,6,0,0,0,0,0,0,0,5,6,58,30,0,0,0,129,0,0,0,0,0,0,0,0,5
K22,loc:2009,locality,loc:2009,2009,יובל,1,1,427,312,312,0,פה,111,95,16,0.355769,42,1,0,0,0,0,9,20,1,1,0,0,0,0,0,3,3,95,13,0,0,0,111,0,0,0,0,0,0,0,0,13
K22,loc:2010,locality,loc:2010,2010,כפר בן נון,1,1,528,415,413,2,פה,159,75,84,0.384988,36,0,1,0,0,0,38,14,0,0,0,0,0,0,0,4,20,62,75,0,0,0,159,0,0,1,0,1,0,0,0,2
K22,loc:2011,locality,loc:2011,2011,ינון,2,2,894,685,679,6,מחל,311,98,213,0.458027,25,9,50,0,0,0,98,21,0,1,0,0,0,0,0,16,3,311,7,0,0,0,90,0,0,1,0,0,0,2,0,45
K22,loc:2012,locality,loc:2012,2012,אורות,1,1,436,324,324,0,פה,199,45,154,0.614198,26,0,0,0,0,0,10,4,0,0,0,0,0,0,0,1,3,45,34,0,0,0,199,0,0,0,0,0,0,0,0,2
K22,loc:2013,locality,loc:2013,2013,בן שמן (מושב),1,1,582,444,443,1,פה,233,99,134,0.525959,35,2,1,0,0,0,12,9,0,2,0,0,0,0,0,3,6,99,32,0,0,0,233,0,0,0,0,2,0,0,1,6
K22,loc:2014,locality,loc:2014,2014,גבעולים,1,1,300,238,238,0,מחל,155,26,129,0.651261,22,3,0,0,0,0,4,10,0,0,0,0,0,0,0,8,1,155,0,0,0,0,8,0,1,0,0,0,0,0,0,26
K22,loc:2015,locality,loc:2015,2015,שדי חמד,1,1,718,574,572,2,פה,255,127,128,0.445804,63,0,1,0,0,0,127,7,0,0,0,0,0,0,0,1,19,50,47,1,0,0,255,0,0,0,0,0,0,0,0,1
K22,loc:2016,locality,loc:2016,2016,רוויה,1,1,255,181,181,0,מחל,114,35,79,0.629834,5,2,0,0,0,0,6,2,0,0,0,0,0,0,0,8,0,114,0,0,0,0,9,0,0,0,0,0,0,0,0,35
K22,loc:2018,locality,loc:2018,2018,גבעת חיים (איחוד),2,2,964,742,741,1,פה,408,171,237,0.550607,135,1,2,0,0,0,1,2,0,0,0,0,0,0,0,3,10,7,171,0,0,0,408,0,0,0,0,1,0,0,0,0
K22,loc:202,locality,loc:202,202,בית עובד,1,1,249,190,190,0,פה,122,28,94,0.642105,17,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,6,12,28,0,0,0,122,0,0,0,0,0,0,0,0,0
K22,loc:2021,locality,loc:2021,2021,אשל הנשיא,1,1,116,75,75,0,פה,29,15,14,0.386667,14,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,3,15,3,0,0,0,29,0,0,0,0,0,0,0,0,0
K22,loc:2023,locality,loc:2023,2023,להב,1,1,446,302,302,0,פה,143,101,42,0.47351,39,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,11,101,0,0,0,143,0,0,0,0,0,0,0,0,0
K22,loc:2024,locality,loc:2024,2024,אום אל-קוטוף,1,1,708,510,506,4,ודעם,414,35,379,0.818182,1,0,414,0,0,0,0,0,0,0,0,0,0,0,18,1,1,4,35,0,0,0,8,0,1,0,0,3,0,0,0,20
K22,loc:2026,locality,loc:2026,2026,ירדנה,1,1,285,206,206,0,מחל,112,32,80,0.543689,7,2,0,0,0,0,25,13,0,0,0,0,0,0,0,3,3,112,0,0,0,0,32,0,0,0,0,0,0,0,0,9
K22,loc:2029,locality,loc:2029,2029,מדרך עוז,1,1,555,402,402,0,מחל,202,96,106,0.502488,16,12,0,0,0,0,24,19,0,0,0,0,0,0,0,0,11,202,2,0,0,0,96,0,0,0,0,0,0,0,1,19
K22,loc:2030,locality,loc:2030,2030,מנוחה,1,1,424,327,327,0,מחל,190,37,153,0.58104,2,4,0,0,0,0,27,21,0,0,0,0,0,0,0,15,1,190,3,0,0,0,26,0,0,0,0,1,0,0,0,37
K22,loc:2033,locality,loc:2033,2033,בית חלקיה,1,1,452,384,381,3,ג,353,10,343,0.926509,0,353,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,10
K22,loc:2034,locality,loc:2034,2034,חצור הגלילית,11,11,7031,4865,4827,38,מחל,2372,713,1659,0.491403,126,713,4,1,0,0,1,264,0,5,0,0,0,0,0,115,259,2372,13,0,0,0,306,1,0,6,0,0,0,0,1,640
K22,loc:2035,locality,loc:2035,2035,עדנים,1,1,300,232,232,0,פה,120,41,79,0.517241,14,0,1,0,0,0,41,4,0,0,0,0,0,0,0,0,8,23,21,0,0,0,120,0,0,0,0,0,0,0,0,0
K22,loc:2038,locality,loc:2038,2038,ברקת,2,2,1115,934,932,2,מחל,434,166,268,0.465665,4,48,0,0,0,0,29,89,0,2,0,0,0,0,0,166,4,434,1,0,0,0,12,0,0,0,0,1,0,0,0,142
K22,loc:204,locality,loc:204,204,אלישיב,1,1,467,353,352,1,מחל,163,84,79,0.463068,12,1,0,0,0,0,1,37,0,2,0,0,0,0,0,11,8,163,9,0,0,0,84,0,0,0,0,0,1,0,0,23
K22,loc:2042,locality,loc:2042,2042,עין גדי,1,1,479,320,318,2,פה,153,79,74,0.481132,79,0,1,0,0,0,1,5,0,2,0,0,0,0,0,0,5,29,41,0,0,0,153,0,0,0,0,0,0,0,0,2
K22,loc:2043,locality,loc:2043,2043,בחן,1,1,579,448,448,0,פה,286,58,228,0.638393,46,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,15,35,58,0,0,0,286,0,0,0,0,0,0,0,0,1
K22,loc:2044,locality,loc:2044,2044,מלילות,1,1,259,202,202,0,מחל,115,26,89,0.569307,4,1,0,0,0,0,3,18,0,0,0,0,0,0,0,26,7,115,0,0,0,0,8,0,0,0,0,0,0,0,0,20
K22,loc:2045,locality,loc:2045,2045,נחלה,1,1,475,386,384,2,מחל,119,107,12,0.309896,23,7,0,0,0,0,107,23,0,0,0,0,0,0,0,3,1,119,5,0,0,0,50,0,0,0,0,0,0,0,0,46
K22,loc:2046,locality,loc:2046,2046,סגולה,1,1,425,324,323,1,פה,159,62,97,0.49226,35,1,0,0,0,0,26,5,0,0,0,0,0,0,0,4,10,62,17,0,0,0,159,0,0,0,0,0,0,0,0,4
K22,loc:2047,locality,loc:2047,2047,ניר משה,1,1,412,285,285,0,פה,116,65,51,0.407018,41,1,0,0,0,0,8,9,0,0,0,0,0,0,0,0,11,65,22,0,0,0,116,0,0,0,0,0,0,0,0,12
K22,loc:2048,locality,loc:2048,2048,ניר עקיבא,1,1,488,383,381,2,פה,96,81,15,0.251969,25,20,0,1,0,0,16,60,0,1,0,0,0,0,0,24,12,81,11,0,0,0,96,0,0,1,0,0,0,0,0,33
K22,loc:2049,locality,loc:2049,2049,שדה צבי,1,1,429,327,327,0,מחל,130,81,49,0.397554,30,1,0,0,0,0,11,10,0,0,0,0,0,0,0,8,4,130,14,0,0,0,81,0,0,0,0,0,0,0,2,36
K22,loc:205,locality,loc:205,205,חגלה,1,1,506,401,401,0,פה,242,66,176,0.603491,50,0,0,0,0,0,2,9,0,0,0,0,0,0,0,4,7,20,66,0,0,0,242,0,0,0,0,0,0,0,1,0
K22,loc:2050,locality,loc:2050,2050,"תלמי ביל""ו",1,1,344,254,253,1,מחל,141,37,104,0.557312,15,2,0,0,0,0,12,14,0,0,0,0,0,0,0,9,4,141,2,0,0,0,37,0,0,0,0,0,0,0,0,17
K22,loc:2051,locality,loc:2051,2051,רווחה,1,1,426,347,347,0,מחל,189,57,132,0.544669,8,2,0,0,0,0,55,12,0,0,0,0,0,0,0,9,4,189,0,0,0,0,9,0,1,1,0,0,0,0,0,57
K22,loc:2052,locality,loc:2052,2052,אביטל,1,1,388,308,306,2,מחל,186,29,157,0.607843,8,9,0,0,0,0,4,26,1,0,0,0,0,0,0,13,6,186,0,0,0,0,29,0,0,0,0,0,0,0,0,24
K22,loc:2053,locality,loc:2053,2053,פרזון,1,1,320,240,237,3,מחל,129,31,98,0.544304,6,3,0,0,0,0,16,21,0,0,0,0,0,0,1,15,4,129,3,0,0,0,31,0,0,0,1,0,0,0,0,7
K22,loc:2054,locality,loc:2054,2054,מיטב,1,1,375,284,283,1,מחל,171,31,140,0.60424,12,2,0,0,0,0,31,16,0,0,0,0,0,0,0,11,4,171,1,0,0,0,27,0,0,0,0,0,0,0,0,8
K22,loc:2055,locality,loc:2055,2055,מאור,2,2,903,697,695,2,פה,314,168,146,0.451799,44,0,2,0,0,0,18,40,0,0,0,0,0,0,0,17,14,168,51,0,0,0,314,1,0,0,0,0,0,1,0,25
K22,loc:2057,locality,loc:2057,2057,שדי תרומות,1,1,364,240,240,0,מחל,199,15,184,0.829167,2,1,0,0,0,0,2,7,0,0,0,0,0,0,0,1,1,199,0,0,0,0,11,0,0,0,0,0,0,0,1,15
K22,loc:2059,locality,loc:2059,2059,"פעמי תש""ז",1,1,380,310,309,1,מחל,130,74,56,0.420712,9,3,0,0,0,0,16,10,0,0,0,0,0,0,0,10,5,130,3,0,0,0,47,0,2,0,0,0,0,0,0,74
K22,loc:206,locality,loc:206,206,רמות השבים,2,2,1169,876,875,1,פה,548,128,420,0.626286,61,2,1,0,2,0,6,20,0,1,0,0,0,0,0,5,33,59,128,0,0,0,548,0,4,0,0,0,0,0,0,5
K22,loc:2060,locality,loc:2060,2060,ברוש,1,1,331,254,254,0,מחל,125,44,81,0.492126,44,0,0,0,0,0,1,16,0,0,0,0,0,0,0,5,7,125,2,0,0,0,32,0,0,0,0,0,0,0,0,22
K22,loc:2061,locality,loc:2061,2061,תדהר,1,1,405,300,299,1,מחל,140,52,88,0.468227,50,1,0,0,0,0,7,14,0,1,0,0,0,0,0,8,9,140,6,0,0,0,52,0,0,0,0,0,0,0,0,11
K22,loc:2062,locality,loc:2062,2062,תאשור,1,1,288,201,201,0,פה,64,59,5,0.318408,41,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,59,15,0,0,0,64,0,0,0,0,0,0,0,0,7
K22,loc:2063,locality,loc:2063,2063,דישון,1,1,295,179,179,0,מחל,86,30,56,0.480447,12,0,0,0,0,0,3,14,0,0,0,0,0,0,0,5,10,86,0,0,0,0,30,0,0,0,0,0,0,0,0,19
K22,loc:2064,locality,loc:2064,2064,זרועה,1,1,291,212,212,0,מחל,132,21,111,0.622642,9,8,0,0,0,0,3,9,0,1,0,0,0,0,0,11,2,132,1,0,0,0,15,0,0,0,0,0,0,0,0,21
K22,loc:207,locality,loc:207,207,"גבעת ח""ן",1,1,303,251,249,2,פה,136,34,102,0.546185,32,0,1,0,0,0,23,4,0,0,0,0,0,0,0,1,5,12,34,0,0,0,136,0,1,0,0,0,0,0,0,0
K22,loc:208,locality,loc:208,208,מוצא עילית,2,2,906,642,642,0,פה,306,108,198,0.476636,70,0,9,0,0,0,4,11,0,0,1,0,0,0,0,5,27,91,108,0,0,0,306,0,1,0,0,0,0,0,1,8
K22,loc:21,locality,loc:21,21,באר אורה,1,1,574,418,417,1,פה,179,104,75,0.429257,38,4,3,0,0,0,0,14,0,2,1,0,0,0,0,4,33,104,31,0,0,0,179,0,0,0,0,0,0,0,0,4
K22,loc:2100,locality,loc:2100,2100,טירת כרמל,30,30,18575,12108,12032,76,מחל,6459,2088,4371,0.536818,469,69,11,4,1,0,0,437,4,16,0,0,1,0,0,217,789,6459,87,1,0,0,2088,4,8,3,0,4,1,6,13,1340
K22,loc:212,locality,loc:212,212,בית צבי,1,1,74,36,36,0,ג,22,7,15,0.611111,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K22,loc:213,locality,loc:213,213,משמרות,1,1,585,467,467,0,פה,274,73,201,0.586724,72,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,6,30,73,0,0,0,274,0,0,0,0,0,0,0,0,1
K22,loc:217,locality,loc:217,217,"כפר הרא""ה",2,2,729,581,581,0,טב,331,92,239,0.569707,18,12,0,0,0,0,3,331,0,0,0,0,0,0,0,35,2,92,5,0,0,0,70,0,1,0,0,0,0,0,0,12
K22,loc:218,locality,loc:218,218,גני עם,1,1,212,167,167,0,פה,86,27,59,0.51497,27,0,1,0,0,0,4,6,0,0,0,0,0,0,0,1,6,16,19,0,0,0,86,0,0,0,0,0,0,0,0,1
K22,loc:219,locality,loc:219,219,חיבת ציון,1,1,448,368,367,1,פה,181,47,134,0.493188,37,2,0,0,0,0,13,47,0,2,0,0,0,0,0,5,11,40,26,0,0,0,181,0,0,0,0,0,0,0,0,3
K22,loc:22,locality,loc:22,22,מקווה ישראל,1,1,150,95,95,0,פה,45,25,20,0.473684,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,25,9,0,0,0,45,0,0,0,0,0,0,0,0,1
K22,loc:220,locality,loc:220,220,כפר ביאליק,1,1,471,360,360,0,פה,201,84,117,0.558333,23,0,0,1,0,0,1,13,0,0,0,0,0,0,0,0,16,84,17,0,0,0,201,0,0,0,0,0,0,0,0,4
K22,loc:2200,locality,loc:2200,2200,דימונה,48,48,27851,16740,16576,164,מחל,9208,2000,7208,0.555502,607,197,38,8,1,0,8,711,8,13,0,1,2,0,1,301,1382,9208,76,4,2,0,2000,5,3,0,2,6,3,2,7,1980
K22,loc:223,locality,loc:223,223,עין עירון,1,1,405,330,330,0,פה,203,70,133,0.615152,25,1,3,0,0,0,3,1,0,0,0,0,0,0,0,0,3,20,70,0,0,0,203,0,0,0,0,0,0,0,0,1
K22,loc:224,locality,loc:224,224,שושנת העמקים,1,1,446,315,311,4,מחל,115,104,11,0.369775,23,1,1,0,0,0,0,10,0,0,0,0,0,0,0,5,7,115,9,0,0,0,104,0,0,0,0,0,0,0,0,36
K22,loc:225,locality,loc:225,225,גן השומרון,1,1,628,502,502,0,פה,278,75,203,0.553785,58,0,2,0,0,0,7,8,0,2,0,0,0,0,0,2,13,54,75,0,0,0,278,0,0,0,0,0,1,0,0,2
K22,loc:229,locality,loc:229,229,גני תקווה,22,22,14410,11227,11196,31,פה,5169,2371,2798,0.461683,755,264,20,1,0,0,6,537,0,8,0,0,0,0,0,114,461,2371,594,2,1,0,5169,1,3,0,2,1,1,1,3,881
K22,loc:23,locality,loc:23,23,אמציה,1,1,195,143,143,0,טב,57,30,27,0.398601,6,2,0,0,0,0,6,57,0,0,0,0,0,0,0,9,1,30,1,0,0,0,29,0,0,0,0,0,0,0,0,2
K22,loc:230,locality,loc:230,230,מעש,1,1,687,539,535,4,פה,274,90,184,0.51215,30,5,1,0,0,0,38,28,0,0,0,0,0,0,0,3,18,90,39,0,0,0,274,0,0,0,1,0,0,0,0,8
K22,loc:2300,locality,loc:2300,2300,קריית טבעון,23,23,13648,9474,9449,25,פה,4567,1428,3139,0.483332,1048,119,92,3,3,0,12,255,0,13,0,1,0,0,0,54,368,1387,1428,2,2,0,4567,6,2,1,0,2,0,0,4,80
K22,loc:232,locality,loc:232,232,שפיים,2,2,984,757,755,2,פה,413,145,268,0.54702,145,1,8,0,0,0,3,7,0,1,0,0,0,0,0,0,13,23,141,0,0,0,413,0,0,0,0,0,0,0,0,0
K22,loc:233,locality,loc:233,233,כפר ידידיה,1,1,484,395,394,1,פה,263,46,217,0.667513,40,0,0,0,0,0,2,5,0,0,0,0,0,0,0,3,5,30,46,0,0,0,263,0,0,0,0,0,0,0,0,0
K22,loc:234,locality,loc:234,234,ביצרון,2,2,883,695,695,0,פה,355,115,240,0.510791,70,4,0,0,0,0,115,15,0,1,0,1,0,0,0,4,12,67,46,0,0,0,355,0,1,0,1,0,0,0,0,3
K22,loc:235,locality,loc:235,235,חבצלת השרון,1,1,344,216,214,2,פה,99,43,56,0.462617,17,0,1,0,0,0,3,2,0,0,0,0,0,0,0,3,11,43,24,0,0,0,99,0,0,0,0,0,0,0,0,11
K22,loc:237,locality,loc:237,237,שער העמקים,1,1,552,436,436,0,פה,196,163,33,0.449541,46,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,19,6,163,0,0,0,196,0,0,0,0,0,2,0,0,0
K22,loc:239,locality,loc:239,239,גן חיים,1,1,542,433,433,0,פה,263,48,215,0.60739,48,1,3,0,0,0,7,9,0,0,0,0,0,0,0,1,17,37,46,0,0,0,263,0,0,0,0,0,0,0,1,0
