election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ב,ג,ודעם,ז,זץ,ט,י,יז,ינ,יף,יק,יר,כ,כך,כן,ל,מחל,מרצ,נ,ני,נר,עם,פה,ףז,צי,צכ,צף,ץ,ק,קי,קך,קץ,ר,רנ,רף,רק,שס,ת
K24,loc:18,locality,loc:18,18,שדה משה,1,1,402,305,305,0,מחל,77,71,6,0.252459,39,11,0,0,0,0,5,0,4,0,0,0,0,0,0,50,12,77,10,0,0,0,0,71,0,0,0,0,0,0,0,0,0,3,0,0,0,3,20
K24,loc:182,locality,loc:182,182,אבן יהודה,19,19,10189,7587,7566,21,פה,2227,1430,797,0.294343,888,334,25,13,0,1,135,0,74,0,1,0,2,0,1,999,190,1430,622,0,1,0,0,2227,1,0,0,0,1,0,0,0,0,25,5,0,0,114,477
K24,loc:183,locality,loc:183,183,ירקונה,1,1,311,231,231,0,פה,72,44,28,0.311688,44,9,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9,22,26,0,0,0,0,72,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12
K24,loc:184,locality,loc:184,184,רמת הכובש,2,2,681,523,523,0,אמת,176,110,66,0.33652,176,14,0,0,0,0,4,0,6,0,0,0,0,0,0,69,12,17,110,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
K24,loc:186,locality,loc:186,186,נעורים,1,1,169,69,67,2,אמת,14,13,1,0.208955,14,6,0,0,0,0,0,0,0,0,1,0,0,0,0,11,4,9,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
K24,loc:187,locality,loc:187,187,כפר הס,2,2,1070,813,812,1,פה,302,158,144,0.371921,158,19,0,3,0,0,1,0,8,0,0,0,0,0,0,132,19,31,114,0,0,0,0,302,0,0,0,0,0,0,0,0,0,4,0,0,0,0,21
K24,loc:188,locality,loc:188,188,אשדות יעקב (מאוחד),1,1,553,362,362,0,פה,74,67,7,0.20442,67,17,0,1,0,0,5,0,6,0,0,0,0,0,1,65,12,48,34,0,0,0,0,74,0,0,0,0,0,0,0,0,0,5,0,0,0,2,25
K24,loc:189,locality,loc:189,189,כפר פינס,1,1,390,310,305,5,ט,147,81,66,0.481967,1,81,3,0,0,0,147,0,0,0,0,0,0,0,0,3,1,37,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,1,20
K24,loc:190,locality,loc:190,190,כפר ויתקין,3,3,1404,1059,1059,0,פה,310,242,68,0.292729,242,25,0,0,0,1,9,2,12,0,0,0,0,0,0,199,28,28,163,0,0,0,0,310,0,0,0,0,0,0,0,0,0,4,0,0,0,2,34
K24,loc:191,locality,loc:191,191,הדר עם,1,1,524,409,409,0,פה,129,63,66,0.315403,63,22,0,0,0,0,2,1,7,0,0,0,0,0,0,59,19,32,55,0,0,0,0,129,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18
K24,loc:192,locality,loc:192,192,כפר החורש,1,1,478,366,366,0,אמת,105,84,21,0.286885,105,14,0,2,0,0,3,0,6,0,0,0,0,0,0,37,14,29,47,0,0,0,0,84,0,0,0,0,0,0,0,0,0,2,0,0,0,1,22
K24,loc:193,locality,loc:193,193,כפר חיים,1,1,431,339,338,1,פה,89,88,1,0.263314,88,2,1,0,0,0,2,0,0,0,0,0,0,0,0,63,8,29,40,0,0,0,0,89,0,0,0,0,0,0,0,0,0,3,0,0,0,1,12
K24,loc:194,locality,loc:194,194,משמר השרון,1,1,520,356,356,0,אמת,141,66,75,0.396067,141,5,1,1,0,0,1,0,4,0,0,0,0,0,0,53,13,18,41,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
K24,loc:195,locality,loc:195,195,קדימה-צורן,30,30,15750,11709,11672,37,פה,3427,2288,1139,0.293609,1153,629,33,6,1,4,273,1,105,0,0,0,0,0,1,1278,435,2288,709,0,1,0,2,3427,4,0,0,0,1,0,1,0,1,43,4,1,0,554,717
K24,loc:196,locality,loc:196,196,גיבתון,1,1,280,227,227,0,אמת,59,59,0,0.259912,59,8,2,0,0,0,7,0,1,0,0,0,0,0,0,38,9,18,16,0,0,0,0,59,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6
K24,loc:197,locality,loc:197,197,מעברות,2,2,754,585,585,0,מרצ,215,132,83,0.367521,132,11,3,0,0,0,1,0,5,0,0,0,0,0,0,74,10,14,215,0,0,0,1,99,0,0,0,0,0,0,0,0,0,5,0,0,0,1,14
K24,loc:198,locality,loc:198,198,צופית,2,2,840,617,616,1,פה,181,134,47,0.293831,103,14,1,3,0,0,9,0,5,0,0,0,0,0,0,134,22,43,77,0,0,0,0,181,0,0,0,0,0,0,0,0,0,3,1,0,0,1,19
K24,loc:199,locality,loc:199,199,אשדות יעקב (איחוד),2,2,679,488,487,1,פה,124,106,18,0.25462,106,32,1,0,0,0,5,0,7,0,0,0,0,0,0,84,19,50,39,0,0,0,0,124,2,0,0,0,0,0,0,0,0,2,1,0,0,0,15
K24,loc:200,locality,loc:200,200,בית ינאי,1,1,295,193,192,1,פה,58,44,14,0.302083,28,7,0,1,0,1,0,0,1,0,0,0,0,0,0,32,5,11,44,0,0,0,0,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
K24,loc:2002,locality,loc:2002,2002,תנובות,1,1,612,434,433,1,מחל,158,62,96,0.364896,30,41,5,0,0,0,20,0,4,0,0,0,0,0,0,62,3,158,14,0,0,0,0,54,0,0,0,0,0,0,0,0,0,4,0,0,0,14,24
K24,loc:2003,locality,loc:2003,2003,תלמי אלעזר,2,2,688,525,525,0,פה,146,86,60,0.278095,86,23,0,0,0,1,5,0,8,0,0,0,0,0,0,70,19,82,45,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38
K24,loc:2008,locality,loc:2008,2008,שדה יצחק,1,1,426,292,292,0,פה,77,59,18,0.263699,35,13,0,1,0,0,4,0,2,0,0,0,0,0,0,43,13,59,22,0,0,0,0,77,0,0,0,0,1,0,0,0,0,2,0,0,0,5,15
K24,loc:2009,locality,loc:2009,2009,יובל,1,1,442,321,321,0,מחל,87,49,38,0.271028,29,38,1,0,0,0,9,0,2,0,0,0,0,0,0,40,1,87,14,0,0,0,0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,17,33
K24,loc:2010,locality,loc:2010,2010,כפר בן נון,1,1,544,415,414,1,פה,91,77,14,0.219807,77,21,0,0,0,0,7,0,2,0,0,0,0,0,0,41,16,67,57,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30
K24,loc:2011,locality,loc:2011,2011,ינון,2,2,927,670,666,4,מחל,346,52,294,0.51952,18,41,9,52,0,0,43,1,12,0,0,0,0,0,1,39,1,346,8,0,0,0,3,23,0,0,0,0,0,0,0,0,0,1,0,0,0,39,29
K24,loc:2012,locality,loc:2012,2012,אורות,1,1,433,315,315,0,פה,88,52,36,0.279365,51,15,0,0,0,1,4,0,7,0,0,0,0,0,0,52,7,37,35,0,0,0,0,88,0,0,0,0,0,0,0,0,0,1,0,0,0,3,14
K24,loc:2013,locality,loc:2013,2013,בן שמן (מושב),1,1,591,464,463,1,פה,117,108,9,0.2527,71,20,2,2,0,0,5,0,4,0,0,0,0,0,0,46,7,108,49,0,0,0,0,117,0,0,0,0,0,0,0,0,0,2,0,0,0,7,23
K24,loc:2014,locality,loc:2014,2014,גבעולים,1,1,308,237,237,0,מחל,165,26,139,0.696203,2,9,1,0,0,0,11,0,0,0,0,0,0,0,0,3,0,165,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,26,14
K24,loc:2015,locality,loc:2015,2015,שדי חמד,2,2,711,542,542,0,פה,141,98,43,0.260148,76,29,1,0,1,0,5,0,7,0,0,0,0,0,0,98,16,69,60,0,0,0,0,141,0,0,0,0,0,1,0,0,0,2,0,0,0,2,34
K24,loc:2016,locality,loc:2016,2016,רוויה,1,1,259,168,168,0,מחל,109,28,81,0.64881,2,7,1,0,0,0,12,0,0,0,0,0,0,1,0,1,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7
K24,loc:2018,locality,loc:2018,2018,גבעת חיים (איחוד),2,2,990,736,734,2,אמת,314,166,148,0.427793,314,6,0,0,0,0,1,0,5,0,0,0,0,0,0,68,11,12,138,0,0,0,0,166,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11
K24,loc:202,locality,loc:202,202,בית עובד,1,1,254,191,191,0,פה,54,44,10,0.282723,44,8,0,0,0,0,2,0,2,0,0,1,0,0,0,30,6,9,30,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
K24,loc:2021,locality,loc:2021,2021,אשל הנשיא,1,1,108,59,59,0,פה,14,10,4,0.237288,2,6,1,0,0,0,3,0,1,0,0,0,0,0,0,9,1,8,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
K24,loc:2023,locality,loc:2023,2023,להב,1,1,525,383,382,1,מרצ,115,99,16,0.301047,99,4,0,1,0,0,1,0,2,0,0,0,0,0,0,46,9,14,115,0,0,0,0,81,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8
K24,loc:2024,locality,loc:2024,2024,אום אל-קוטוף,2,2,744,381,376,5,ודעם,167,132,35,0.444149,2,1,0,167,0,0,0,0,0,0,0,0,0,0,0,0,2,12,36,0,0,0,132,2,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0
K24,loc:2026,locality,loc:2026,2026,ירדנה,1,1,277,201,201,0,מחל,114,25,89,0.567164,4,25,0,0,0,1,5,0,0,0,0,0,0,0,0,23,1,114,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,10,6
K24,loc:2029,locality,loc:2029,2029,מדרך עוז,1,1,564,402,401,1,מחל,182,48,134,0.453865,16,32,8,0,0,0,13,0,2,0,0,0,0,0,0,29,12,182,4,0,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,24,28
K24,loc:2030,locality,loc:2030,2030,מנוחה,1,1,446,339,339,0,מחל,170,46,124,0.501475,8,36,0,0,0,0,46,0,2,0,0,0,0,0,0,17,0,170,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3
K24,loc:2033,locality,loc:2033,2033,בית חלקיה,1,1,470,394,390,4,ג,345,23,322,0.884615,2,8,345,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
K24,loc:2034,locality,loc:2034,2034,חצור הגלילית,15,15,7286,4854,4830,24,מחל,2219,754,1465,0.45942,62,214,754,0,0,0,306,0,21,0,0,0,0,0,0,122,183,2219,15,0,0,0,1,104,0,1,0,0,0,0,0,0,0,17,2,0,0,673,136
K24,loc:2035,locality,loc:2035,2035,עדנים,1,1,293,230,228,2,פה,71,35,36,0.311404,27,13,0,0,0,0,5,0,4,0,0,0,0,0,0,35,1,33,28,1,0,0,0,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
K24,loc:2038,locality,loc:2038,2038,ברקת,2,2,1156,900,895,5,מחל,338,323,15,0.377654,3,48,15,0,0,0,323,0,0,0,0,0,1,0,0,4,2,338,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,1,0,0,0,135,13
K24,loc:204,locality,loc:204,204,אלישיב,1,1,482,369,368,1,מחל,152,37,115,0.413043,21,37,0,0,0,0,28,0,12,0,0,0,0,0,1,29,1,152,7,0,0,0,0,33,0,0,0,0,0,0,0,0,0,6,0,0,0,20,21
K24,loc:2042,locality,loc:2042,2042,עין גדי,1,1,491,308,308,0,אמת,114,61,53,0.37013,114,18,0,1,0,0,0,0,3,0,0,0,0,0,0,27,6,31,30,0,0,0,0,61,0,0,0,0,0,0,0,0,0,2,0,0,0,2,13
K24,loc:2043,locality,loc:2043,2043,בחן,1,1,629,489,488,1,פה,164,112,52,0.336066,112,16,0,0,0,0,0,0,3,0,0,0,0,0,0,57,13,43,52,0,0,0,0,164,0,0,0,0,0,0,0,0,1,1,0,0,0,2,24
K24,loc:2044,locality,loc:2044,2044,מלילות,1,1,281,207,205,2,מחל,139,21,118,0.678049,2,8,2,0,0,0,21,0,1,0,0,0,0,0,0,1,2,139,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5
K24,loc:2045,locality,loc:2045,2045,נחלה,1,1,479,379,377,2,מחל,147,52,95,0.38992,19,34,6,0,0,2,34,0,3,0,0,0,0,0,0,29,0,147,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,52,17
K24,loc:2046,locality,loc:2046,2046,סגולה,1,1,440,332,330,2,פה,82,74,8,0.248485,41,15,2,0,0,0,7,0,4,0,0,0,0,0,0,58,6,74,12,0,0,0,0,82,1,0,0,0,0,0,0,0,0,1,0,0,0,4,23
K24,loc:2047,locality,loc:2047,2047,ניר משה,1,1,421,304,304,0,מחל,68,66,2,0.223684,37,22,0,0,0,0,3,0,3,0,0,0,0,0,0,41,8,68,18,0,0,0,0,66,0,0,0,0,0,0,0,1,0,0,1,0,0,7,29
K24,loc:2048,locality,loc:2048,2048,ניר עקיבא,1,1,523,400,398,2,ט,108,83,25,0.271357,30,26,5,0,0,0,108,0,1,0,0,0,0,0,0,30,8,83,8,0,0,0,0,45,0,0,0,0,0,0,0,0,0,5,0,0,0,30,19
K24,loc:2049,locality,loc:2049,2049,שדה צבי,1,1,427,317,316,1,מחל,116,36,80,0.367089,34,18,1,0,0,0,19,0,6,0,0,0,0,0,0,29,4,116,9,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,36,8
K24,loc:205,locality,loc:205,205,חגלה,1,1,518,412,406,6,פה,96,94,2,0.236453,94,10,1,1,0,0,8,1,1,0,0,0,0,0,0,81,11,28,59,0,0,0,0,96,1,0,0,0,0,0,0,0,0,2,0,0,0,0,12
K24,loc:2050,locality,loc:2050,2050,"תלמי ביל""ו",1,1,356,270,267,3,מחל,143,31,112,0.535581,5,19,1,0,0,0,31,0,3,0,0,0,0,0,0,19,4,143,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,10,11
K24,loc:2051,locality,loc:2051,2051,רווחה,1,1,425,346,345,1,מחל,227,62,165,0.657971,2,11,3,0,0,0,16,0,2,0,0,0,0,0,0,4,1,227,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,15
K24,loc:2052,locality,loc:2052,2052,אביטל,1,1,397,299,299,0,מחל,180,30,150,0.602007,4,14,0,0,0,0,30,0,2,0,0,0,0,0,0,19,3,180,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,29,13
K24,loc:2053,locality,loc:2053,2053,פרזון,1,1,342,237,234,3,מחל,132,22,110,0.564103,8,22,3,0,0,0,14,0,2,0,0,0,0,0,0,18,0,132,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,13,14
K24,loc:2054,locality,loc:2054,2054,מיטב,1,1,359,265,265,0,מחל,166,27,139,0.626415,7,27,0,1,0,0,14,0,0,0,0,0,0,0,0,8,1,166,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14
K24,loc:2055,locality,loc:2055,2055,מאור,2,2,940,723,722,1,מחל,167,148,19,0.231302,82,63,0,1,0,0,26,0,7,0,0,0,0,0,0,88,20,167,61,0,0,0,0,148,0,0,0,0,0,0,0,0,0,3,0,0,0,20,36
K24,loc:2057,locality,loc:2057,2057,שדי תרומות,1,1,368,249,248,1,מחל,194,19,175,0.782258,4,10,1,0,0,0,7,0,1,0,0,0,0,0,0,2,0,194,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,19,5
K24,loc:2059,locality,loc:2059,2059,"פעמי תש""ז",1,1,387,293,292,1,מחל,135,71,64,0.462329,6,15,2,0,0,0,14,0,2,0,0,0,0,0,0,19,4,135,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,71,10
K24,loc:206,locality,loc:206,206,רמות השבים,2,2,1184,916,916,0,פה,282,163,119,0.30786,140,36,1,1,0,2,10,0,5,0,0,0,0,0,0,163,20,68,149,0,0,0,0,282,0,1,0,0,0,0,0,0,0,0,0,0,0,2,36
K24,loc:2060,locality,loc:2060,2060,ברוש,1,1,356,251,249,2,מחל,124,27,97,0.497992,11,27,1,0,0,0,9,0,4,0,0,0,0,0,0,15,3,124,1,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7
K24,loc:2061,locality,loc:2061,2061,תדהר,1,1,421,305,305,0,מחל,163,32,131,0.534426,12,32,1,0,0,0,12,0,5,0,0,0,0,0,0,21,2,163,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13
K24,loc:2062,locality,loc:2062,2062,תאשור,1,1,288,191,191,0,מחל,54,36,18,0.282723,22,20,0,1,0,0,2,0,8,0,0,0,0,0,0,21,2,54,14,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
K24,loc:2063,locality,loc:2063,2063,דישון,1,1,306,200,198,2,מחל,94,20,74,0.474747,7,10,2,0,0,0,11,0,4,0,0,0,1,0,0,20,4,94,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,16,18
K24,loc:2064,locality,loc:2064,2064,זרועה,1,1,324,230,229,1,מחל,143,31,112,0.624454,1,10,5,0,0,0,18,0,0,0,0,0,0,0,0,4,1,143,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,31,2
K24,loc:207,locality,loc:207,207,"גבעת ח""ן",1,1,296,243,243,0,פה,69,56,13,0.283951,32,7,0,1,0,0,3,0,0,0,0,0,0,0,0,56,11,17,34,0,0,0,0,69,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9
K24,loc:208,locality,loc:208,208,מוצא עילית,2,2,943,652,652,0,פה,152,107,45,0.233129,107,24,2,8,0,0,10,0,8,0,0,0,0,0,0,106,17,87,96,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33
K24,loc:21,locality,loc:21,21,באר אורה,1,1,649,469,468,1,מחל,127,102,25,0.271368,59,28,1,2,0,0,6,0,8,0,0,0,0,0,0,32,29,127,20,0,0,0,0,102,0,0,0,0,0,0,0,0,0,4,1,0,0,12,37
K24,loc:2100,locality,loc:2100,2100,טירת כרמל,39,39,19634,12336,12264,72,מחל,6112,1231,4881,0.498369,244,759,38,7,1,0,431,4,114,0,1,1,1,2,9,636,676,6112,142,1,3,0,4,1038,3,1,0,1,0,3,2,4,3,55,5,5,0,1231,727
K24,loc:212,locality,loc:212,212,בית צבי,1,1,64,31,31,0,ט,17,7,10,0.548387,0,0,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
K24,loc:213,locality,loc:213,213,משמרות,1,1,658,534,534,0,פה,155,141,14,0.290262,141,20,0,3,0,0,2,0,3,0,0,0,0,0,0,69,16,25,70,0,0,0,0,155,0,0,1,0,0,0,0,0,0,1,0,0,0,0,28
K24,loc:217,locality,loc:217,217,"כפר הרא""ה",2,2,765,580,579,1,ב,195,183,12,0.336788,15,195,1,0,0,0,183,0,3,0,0,0,0,0,0,35,0,90,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,11,34
K24,loc:218,locality,loc:218,218,גני עם,1,1,214,175,173,2,פה,44,33,11,0.254335,22,10,0,0,0,1,2,0,2,0,0,0,0,0,0,33,6,21,26,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
K24,loc:219,locality,loc:219,219,חיבת ציון,1,1,498,412,412,0,פה,101,86,15,0.245146,86,65,2,0,0,0,20,0,3,0,0,0,0,0,0,53,4,29,36,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
K24,loc:22,locality,loc:22,22,מקווה ישראל,1,1,160,115,115,0,פה,32,26,6,0.278261,14,8,0,0,0,0,3,0,1,0,0,0,0,0,0,8,8,26,9,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
K24,loc:220,locality,loc:220,220,כפר ביאליק,1,1,462,329,328,1,פה,88,66,22,0.268293,40,23,0,0,0,0,1,0,3,0,0,0,0,0,1,59,8,66,18,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
K24,loc:2200,locality,loc:2200,2200,דימונה,57,57,28381,15944,15816,128,מחל,8738,1707,7031,0.552479,236,793,103,10,2,1,855,1,81,0,0,0,2,2,1,396,1071,8738,70,1,2,0,27,954,3,1,0,1,2,3,2,2,3,66,4,3,0,1707,673
K24,loc:223,locality,loc:223,223,עין עירון,1,1,410,329,328,1,פה,95,69,26,0.289634,69,12,1,2,0,0,2,0,2,0,0,0,0,0,0,45,12,13,57,0,0,0,0,95,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16
K24,loc:224,locality,loc:224,224,שושנת העמקים,1,1,447,312,312,0,מחל,115,50,65,0.36859,26,13,2,0,0,0,8,0,6,0,0,0,0,0,0,21,12,115,9,0,0,0,0,50,0,0,0,0,0,0,1,0,0,2,0,0,0,37,10
K24,loc:225,locality,loc:225,225,גן השומרון,1,1,629,479,479,0,פה,135,94,41,0.281837,94,20,0,1,0,0,0,0,3,0,0,0,0,0,0,92,11,38,61,0,0,0,0,135,0,0,0,0,0,0,0,0,0,4,0,0,0,1,19
K24,loc:229,locality,loc:229,229,גני תקווה,30,30,15611,11774,11730,44,פה,3172,2280,892,0.270418,983,648,198,13,0,2,361,2,130,0,0,0,0,0,0,1414,341,2280,668,0,1,0,0,3172,2,1,0,1,1,0,1,1,2,35,1,2,0,799,671
K24,loc:23,locality,loc:23,23,אמציה,1,1,158,103,103,0,ט,24,22,2,0.23301,8,21,0,0,0,1,24,0,1,0,0,0,0,0,0,5,1,22,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
K24,loc:230,locality,loc:230,230,מעש,2,2,669,523,522,1,פה,138,95,43,0.264368,71,23,4,1,0,3,14,0,11,0,0,0,0,0,0,84,21,95,34,0,0,0,0,138,0,0,0,0,0,0,0,0,0,1,0,0,0,5,17
K24,loc:2300,locality,loc:2300,2300,קריית טבעון,27,27,13918,9345,9315,30,פה,2305,1765,540,0.24745,1765,365,98,64,0,0,130,2,119,0,0,0,1,1,1,1079,264,1253,1269,0,0,0,3,2305,5,2,0,0,1,0,1,2,1,51,4,0,0,63,466
K24,loc:232,locality,loc:232,232,שפיים,2,2,1013,787,785,2,אמת,245,211,34,0.312102,245,6,0,2,0,0,5,0,6,0,0,0,0,0,0,129,20,23,125,0,0,0,0,211,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7
K24,loc:233,locality,loc:233,233,כפר ידידיה,1,1,494,389,389,0,פה,114,82,32,0.293059,71,3,0,0,0,1,6,0,3,0,0,0,0,0,0,82,7,22,57,0,0,0,0,114,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21
K24,loc:234,locality,loc:234,234,ביצרון,2,2,890,703,702,1,פה,225,166,59,0.320513,91,29,3,0,0,3,5,0,8,0,0,0,0,0,1,166,15,56,55,0,0,0,1,225,0,0,0,0,0,0,0,0,0,1,0,0,0,1,42
K24,loc:235,locality,loc:235,235,חבצלת השרון,1,1,341,213,213,0,פה,51,44,7,0.239437,25,4,0,1,0,0,11,0,4,0,0,0,0,0,0,22,4,44,22,0,0,0,0,51,0,0,0,0,0,0,0,0,0,2,0,0,0,9,14
K24,loc:237,locality,loc:237,237,שער העמקים,1,1,561,444,444,0,מרצ,155,105,50,0.349099,105,6,1,3,0,0,0,0,1,0,0,0,0,0,0,37,23,5,155,0,0,0,0,103,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2
K24,loc:239,locality,loc:239,239,גן חיים,1,1,537,431,427,4,פה,140,88,52,0.327869,67,9,0,1,0,0,4,1,5,0,0,0,0,0,0,88,15,22,52,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21
K24,loc:24,locality,loc:24,24,לכיש,1,1,601,468,468,0,אמת,112,104,8,0.239316,112,17,0,1,0,0,3,0,2,0,0,0,0,0,0,81,12,18,88,0,0,0,1,104,0,0,0,0,0,0,0,0,0,2,0,0,0,0,27
K24,loc:240,locality,loc:240,240,יקנעם עילית,35,35,18454,12396,12333,63,מחל,4044,2243,1801,0.327901,642,878,71,4,0,0,338,2,146,0,0,0,0,2,11,876,1274,4044,309,0,1,0,1,2243,7,0,1,1,1,0,0,0,1,73,8,0,0,488,911
K24,loc:2400,locality,loc:2400,2400,אור יהודה,48,48,26810,17902,17803,99,מחל,8520,2960,5560,0.478571,460,902,118,9,2,1,612,4,198,2,2,1,0,0,4,995,295,8520,283,3,1,0,4,1364,1,1,0,1,1,2,4,7,2,40,3,1,0,2960,1000
K24,loc:241,locality,loc:241,241,יקנעם (מושבה),2,2,1018,779,779,0,פה,241,152,89,0.309371,152,23,0,0,0,2,9,0,8,0,0,0,0,0,0,120,22,52,107,0,0,0,0,241,0,0,0,0,0,0,0,0,0,4,0,1,0,5,33
K24,loc:242,locality,loc:242,242,בית השיטה,2,2,1035,761,755,6,אמת,241,169,72,0.319205,241,21,0,1,0,0,12,0,10,0,0,0,0,0,0,122,36,47,63,0,0,0,1,169,0,0,0,0,0,0,0,0,0,5,0,0,0,1,26
K24,loc:246,locality,loc:246,246,נתיבות,50,50,25025,17601,17499,102,שס,6922,5388,1534,0.395565,79,758,1268,4,0,2,1501,0,35,0,0,0,0,2,2,182,725,5388,30,3,5,0,3,237,0,1,0,0,1,2,4,3,3,46,5,3,0,6922,285
K24,loc:247,locality,loc:247,247,רשפון,2,2,894,684,684,0,פה,223,104,119,0.326023,91,12,0,3,0,1,7,0,6,0,0,0,0,0,0,98,30,74,104,0,0,0,0,223,1,0,0,0,0,0,0,0,1,5,0,0,0,0,28
K24,loc:248,locality,loc:248,248,בית שערים,1,1,500,381,381,0,פה,124,64,60,0.325459,61,13,1,1,0,0,4,0,0,0,0,0,0,0,0,64,15,38,39,0,0,0,0,124,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19
K24,loc:249,locality,loc:249,249,כפר סירקין,2,2,989,787,785,2,כן,208,187,21,0.264968,127,29,0,0,0,0,10,0,11,0,0,0,0,0,1,208,32,74,68,0,0,0,0,187,0,0,0,0,0,0,0,0,0,2,1,0,0,2,33
K24,loc:250,locality,loc:250,250,הזורע,2,2,911,635,635,0,מרצ,202,175,27,0.31811,175,17,0,2,0,1,5,0,5,0,0,0,0,1,1,62,14,15,202,0,0,0,0,115,0,0,0,0,0,0,0,0,0,4,0,0,0,3,13
K24,loc:2500,locality,loc:2500,2500,נשר,38,38,19769,11886,11823,63,מחל,3843,2280,1563,0.325044,516,582,39,27,1,0,222,5,128,0,0,1,1,0,5,800,1581,3843,309,4,1,1,4,2280,2,1,2,0,2,2,0,1,1,61,4,0,0,552,845
K24,loc:252,locality,loc:252,252,ביתן אהרן,1,1,223,91,91,0,פה,26,16,10,0.285714,9,6,2,0,0,0,2,0,1,0,0,0,0,0,0,16,4,11,10,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
K24,loc:253,locality,loc:253,253,חולתה,1,1,461,335,335,0,אמת,126,64,62,0.376119,126,16,0,0,0,0,9,0,5,0,0,0,0,0,0,40,9,14,31,0,0,0,0,64,0,0,0,0,0,0,0,0,0,5,0,0,0,1,15
