election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,אצ,ב,ג,ד,ום,ז,זך,זנ,זץ,ט,י,יז,ינ,יץ,יק,כן,ך,ל,מחל,מרצ,נז,ני,נף,נץ,נק,נר,עם,פה,ף,צ,ץ,ק,קי,קך,קנ,קץ,רז,שס,ת
K25,loc:173,locality,loc:173,173,גבעת חיים (מאוחד),2,2,917,672,670,2,פה,235,167,68,0.350746,167,3,4,1,1,3,0,0,0,0,21,1,2,0,0,0,74,0,8,32,109,0,0,0,1,0,0,1,235,1,0,1,0,0,0,0,2,0,3,0
K25,loc:174,locality,loc:174,174,נטעים,1,1,592,445,444,1,פה,173,82,91,0.38964,47,1,1,2,0,0,0,0,0,0,26,0,2,0,0,0,82,0,5,66,35,0,0,0,0,0,0,1,173,0,0,0,0,0,0,0,2,0,1,0
K25,loc:175,locality,loc:175,175,אביחיל,2,2,987,698,694,4,פה,270,116,154,0.389049,68,2,1,0,1,3,0,0,0,0,28,0,3,1,0,0,116,0,17,98,68,0,0,0,0,0,0,1,270,0,0,0,1,0,0,0,14,0,2,0
K25,loc:176,locality,loc:176,176,אפיקים,2,2,1068,707,705,2,פה,249,223,26,0.353191,223,2,5,1,0,1,0,0,1,0,15,1,5,0,0,0,84,0,19,37,52,0,0,0,0,1,0,1,249,0,0,0,0,0,0,0,4,0,4,0
K25,loc:177,locality,loc:177,177,"כפר ביל""ו",2,2,867,675,674,1,פה,257,140,117,0.381306,80,0,8,9,0,2,0,0,0,0,29,0,3,0,0,0,140,0,17,61,58,0,0,0,0,0,0,1,257,1,1,0,0,0,0,0,0,0,7,0
K25,loc:178,locality,loc:178,178,רמת יוחנן,2,2,862,584,582,2,פה,204,148,56,0.350515,148,0,6,0,0,1,0,0,0,0,20,0,1,0,0,0,95,0,15,35,50,0,1,0,0,0,0,0,204,0,0,0,1,0,0,0,4,0,1,0
K25,loc:18,locality,loc:18,18,שדה משה,1,1,405,323,322,1,פה,96,81,15,0.298137,26,2,3,1,0,0,0,0,0,0,29,2,2,0,0,0,60,0,5,81,5,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,2,0,8,0
K25,loc:182,locality,loc:182,182,אבן יהודה,17,17,10452,7712,7693,19,פה,3159,1509,1650,0.410633,540,14,59,26,2,14,0,0,0,0,416,5,23,0,0,0,1178,0,142,1509,410,0,2,0,0,1,0,8,3159,0,13,1,4,0,2,1,37,1,126,0
K25,loc:183,locality,loc:183,183,ירקונה,1,1,309,224,224,0,פה,104,39,65,0.464286,23,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,39,0,1,23,22,0,0,0,0,0,0,0,104,0,0,0,1,0,0,0,1,0,3,0
K25,loc:184,locality,loc:184,184,רמת הכובש,1,1,696,531,529,2,פה,206,119,87,0.389414,119,1,4,0,0,1,0,0,0,0,8,1,0,0,0,0,87,0,9,22,63,0,0,0,0,0,0,0,206,0,1,0,0,0,0,0,6,0,1,0
K25,loc:186,locality,loc:186,186,נעורים,1,1,158,62,61,1,פה,19,18,1,0.311475,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,18,0,8,7,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0
K25,loc:187,locality,loc:187,187,כפר הס,2,2,1067,817,817,0,פה,392,140,252,0.479804,121,1,1,0,0,7,0,0,0,0,9,0,4,0,0,0,140,0,13,40,87,0,0,0,0,0,0,0,392,0,1,0,0,0,0,0,1,0,0,0
K25,loc:188,locality,loc:188,188,אשדות יעקב (מאוחד),1,1,605,404,403,1,פה,114,90,24,0.282878,71,0,0,0,0,0,0,0,0,0,30,0,2,0,0,0,90,0,11,55,20,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,8,0,2,0
K25,loc:189,locality,loc:189,189,כפר פינס,1,1,399,315,312,3,ט,186,44,142,0.596154,1,0,44,4,0,0,0,0,0,0,186,0,0,0,0,0,16,0,0,41,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,2,0,6,0
K25,loc:190,locality,loc:190,190,כפר ויתקין,3,3,1444,1057,1053,4,פה,505,172,333,0.479582,159,4,2,0,0,4,0,0,0,0,22,2,1,0,0,0,172,0,15,44,117,0,0,0,0,0,0,2,505,0,0,0,0,0,0,0,4,0,0,0
K25,loc:191,locality,loc:191,191,הדר עם,1,1,545,420,420,0,פה,216,60,156,0.514286,31,0,0,0,0,1,0,0,0,0,12,0,2,0,0,0,60,0,12,34,48,0,0,0,0,0,0,1,216,0,0,0,0,0,0,0,2,0,1,0
K25,loc:192,locality,loc:192,192,כפר החורש,1,1,479,374,374,0,פה,131,81,50,0.350267,81,1,2,0,0,1,0,0,0,0,17,0,1,0,0,0,55,0,13,28,41,0,0,0,1,0,0,0,131,0,0,0,0,0,0,0,1,0,1,0
K25,loc:193,locality,loc:193,193,כפר חיים,1,1,436,339,338,1,פה,173,47,126,0.511834,44,0,1,1,0,2,0,0,0,0,3,0,0,0,0,0,47,0,1,31,30,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,4,0,1,0
K25,loc:194,locality,loc:194,194,משמר השרון,1,1,517,335,334,1,פה,116,103,13,0.347305,103,3,0,2,2,0,0,0,0,0,4,0,3,0,0,0,50,0,8,16,26,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,1,0,0,0
K25,loc:195,locality,loc:195,195,קדימה-צורן,29,29,16165,11997,11962,35,פה,4499,2479,2020,0.376108,765,33,88,27,0,15,0,0,0,3,877,4,31,0,0,0,1594,0,347,2479,431,1,0,0,0,3,1,4,4499,1,26,0,4,0,3,2,65,0,659,0
K25,loc:196,locality,loc:196,196,גיבתון,1,1,276,216,216,0,פה,99,31,68,0.458333,31,0,0,1,0,0,0,0,0,0,11,0,2,0,0,0,30,0,7,22,12,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,1,0
K25,loc:197,locality,loc:197,197,מעברות,2,2,745,551,549,2,פה,182,168,14,0.331512,81,0,2,3,0,3,0,0,0,0,6,1,1,0,0,0,80,0,2,14,168,0,1,0,0,0,0,0,182,0,0,0,1,0,0,0,3,0,1,0
K25,loc:198,locality,loc:198,198,צופית,2,2,858,628,628,0,פה,306,102,204,0.487261,73,1,4,0,0,0,0,0,0,0,20,0,0,0,0,0,102,0,10,48,52,0,0,0,0,0,0,3,306,0,0,0,0,0,0,0,1,0,8,0
K25,loc:199,locality,loc:199,199,אשדות יעקב (איחוד),1,1,683,477,476,1,פה,179,85,94,0.37605,83,1,2,0,0,0,0,0,0,0,20,0,3,0,0,0,85,0,12,58,29,0,1,0,0,0,0,0,179,1,0,0,0,0,0,1,1,0,0,0
K25,loc:200,locality,loc:200,200,בית ינאי,1,1,308,201,201,0,פה,106,34,72,0.527363,15,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,30,0,2,9,34,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,1,0
K25,loc:2002,locality,loc:2002,2002,תנובות,1,1,633,460,458,2,מחל,165,89,76,0.360262,18,1,3,4,0,0,0,0,0,0,57,0,4,0,0,0,81,0,2,165,8,0,0,0,1,0,0,0,89,1,2,0,0,0,0,0,1,0,21,0
K25,loc:2003,locality,loc:2003,2003,תלמי אלעזר,1,1,685,522,520,2,פה,214,97,117,0.411538,49,1,1,5,0,1,0,0,0,0,20,0,0,0,1,0,97,0,11,86,25,0,0,0,0,0,0,1,214,0,1,0,0,0,0,0,4,0,3,0
K25,loc:2008,locality,loc:2008,2008,שדה יצחק,1,1,446,334,332,2,פה,113,78,35,0.340361,25,0,2,0,0,3,0,0,0,0,26,0,1,0,0,0,55,0,1,78,19,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,4,0,5,0
K25,loc:2009,locality,loc:2009,2009,יובל,1,1,464,339,338,1,מחל,120,79,41,0.35503,20,0,1,2,0,1,0,0,0,1,34,0,1,0,0,0,79,0,0,120,7,0,0,0,0,0,0,0,52,0,0,0,1,0,0,0,1,0,18,0
K25,loc:2010,locality,loc:2010,2010,כפר בן נון,1,1,548,431,431,0,פה,142,71,71,0.329466,42,0,3,0,0,3,0,0,0,0,38,0,1,0,0,0,59,0,8,71,51,0,0,0,0,0,0,0,142,1,2,0,0,0,0,0,3,0,7,0
K25,loc:2011,locality,loc:2011,2011,ינון,2,2,943,749,748,1,מחל,329,157,172,0.43984,8,3,7,16,9,40,0,0,0,0,157,0,2,0,0,0,61,0,4,329,4,0,0,0,0,0,0,8,36,0,0,0,0,0,0,0,3,0,61,0
K25,loc:2012,locality,loc:2012,2012,אורות,1,1,443,326,324,2,פה,121,68,53,0.373457,43,0,2,1,0,0,0,0,0,0,12,0,1,0,0,0,68,0,1,45,26,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,2,0,2,0
K25,loc:2013,locality,loc:2013,2013,בן שמן (מושב),1,1,610,467,467,0,פה,167,97,70,0.357602,34,0,0,1,0,0,0,0,0,0,37,0,0,0,0,0,73,0,9,97,40,0,0,0,0,0,0,0,167,0,1,0,0,0,0,0,3,0,5,0
K25,loc:2014,locality,loc:2014,2014,גבעולים,1,1,316,261,260,1,מחל,174,39,135,0.669231,0,0,0,1,0,0,0,0,0,0,39,0,1,0,0,0,9,0,0,174,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,30,0
K25,loc:2015,locality,loc:2015,2015,שדי חמד,2,2,728,547,543,4,פה,214,104,110,0.394107,50,3,5,0,0,1,0,0,0,0,28,0,3,0,0,0,104,0,12,77,33,0,0,0,0,0,0,0,214,0,0,0,1,0,0,0,8,0,4,0
K25,loc:2016,locality,loc:2016,2016,רוויה,1,1,271,187,187,0,מחל,102,40,62,0.545455,1,0,1,2,0,0,0,0,0,0,40,0,0,0,0,0,4,0,0,102,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,35,0
K25,loc:2018,locality,loc:2018,2018,גבעת חיים (איחוד),2,2,1004,740,736,4,אמת,279,252,27,0.379076,279,1,0,1,1,1,0,0,0,0,3,2,0,0,0,0,79,0,6,19,81,0,0,0,0,0,0,4,252,0,0,0,0,0,0,0,6,0,1,0
K25,loc:202,locality,loc:202,202,בית עובד,1,1,255,186,185,1,פה,93,28,65,0.502703,28,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,23,0,3,13,20,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,2,0,0,0
K25,loc:2021,locality,loc:2021,2021,אשל הנשיא,1,1,111,64,64,0,מחל,20,16,4,0.3125,1,2,1,1,0,0,0,0,0,0,10,0,1,0,0,0,9,0,3,20,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
K25,loc:2023,locality,loc:2023,2023,להב,1,1,545,380,378,2,פה,144,86,58,0.380952,53,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,66,0,7,14,86,0,0,0,0,0,1,0,144,0,0,0,0,0,0,0,1,1,0,0
K25,loc:2024,locality,loc:2024,2024,אום אל-קוטוף,2,2,784,454,446,8,ד,172,151,21,0.38565,1,0,0,0,172,105,0,0,0,0,0,0,0,0,0,0,2,0,0,2,12,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,1,0,0,0
K25,loc:2026,locality,loc:2026,2026,ירדנה,1,1,283,220,218,2,מחל,139,28,111,0.637615,1,1,2,0,0,0,0,0,0,0,28,1,0,0,0,0,26,0,0,139,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0
K25,loc:2029,locality,loc:2029,2029,מדרך עוז,1,1,574,409,408,1,מחל,174,63,111,0.426471,14,0,6,7,0,0,0,0,0,0,49,0,1,0,0,0,55,0,4,174,5,0,0,0,0,1,0,0,63,0,1,0,0,0,0,0,6,0,22,0
K25,loc:2030,locality,loc:2030,2030,מנוחה,1,1,460,367,366,1,מחל,175,96,79,0.478142,1,0,5,6,0,0,0,0,0,0,96,0,0,0,0,0,16,0,1,175,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,54,0
K25,loc:2033,locality,loc:2033,2033,בית חלקיה,1,1,484,400,396,4,ג,347,26,321,0.876263,1,0,0,347,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0
K25,loc:2034,locality,loc:2034,2034,חצור הגלילית,12,12,7481,5284,5267,17,מחל,2276,905,1371,0.432125,26,4,50,905,0,1,0,0,0,0,645,0,14,0,0,0,205,0,145,2276,10,0,0,0,2,1,0,8,157,1,1,0,3,1,0,0,3,0,809,0
K25,loc:2035,locality,loc:2035,2035,עדנים,1,1,293,220,220,0,פה,99,39,60,0.45,15,3,2,0,0,1,0,0,0,0,10,0,0,0,0,0,39,0,4,26,12,0,0,0,0,0,0,1,99,0,0,0,0,1,0,0,2,0,0,5
K25,loc:2038,locality,loc:2038,2038,ברקת,2,2,1205,1012,1011,1,ט,503,291,212,0.497527,0,6,7,19,0,0,0,0,0,0,503,0,1,0,0,0,12,0,1,291,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,160,0
K25,loc:204,locality,loc:204,204,אלישיב,1,1,488,377,377,0,מחל,160,67,93,0.424403,13,1,8,1,0,0,0,0,0,0,67,0,2,0,0,0,48,0,2,160,12,0,0,0,0,0,0,0,39,1,3,0,0,0,0,0,2,0,18,0
K25,loc:2042,locality,loc:2042,2042,עין גדי,1,1,478,283,283,0,פה,104,61,43,0.367491,61,2,1,0,1,4,0,0,0,0,4,0,0,0,0,0,38,0,4,20,34,0,0,0,0,1,0,1,104,0,1,0,0,0,0,0,5,0,2,0
K25,loc:2043,locality,loc:2043,2043,בחן,1,1,672,501,501,0,פה,241,70,171,0.481038,61,0,5,0,1,1,0,0,0,0,11,0,2,0,0,0,70,0,14,54,36,0,0,0,0,0,0,0,241,0,2,0,0,0,0,0,2,0,1,0
K25,loc:2044,locality,loc:2044,2044,מלילות,1,1,296,244,243,1,מחל,153,42,111,0.62963,2,0,0,4,0,0,0,0,0,0,42,0,1,0,0,0,5,0,0,153,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,29,1
K25,loc:2045,locality,loc:2045,2045,נחלה,1,1,483,399,398,1,מחל,133,81,52,0.334171,12,0,4,13,0,0,0,0,0,0,81,0,3,0,0,0,46,0,3,133,5,0,0,0,0,0,0,0,29,0,0,1,0,0,0,1,0,0,67,0
K25,loc:2046,locality,loc:2046,2046,סגולה,1,1,446,352,350,2,פה,105,82,23,0.3,28,0,1,2,0,0,0,1,0,0,23,0,1,0,0,0,82,0,3,81,8,0,0,0,0,0,0,0,105,0,1,0,0,0,0,1,5,0,8,0
K25,loc:2047,locality,loc:2047,2047,ניר משה,1,1,436,302,301,1,פה,91,68,23,0.302326,17,2,2,1,1,1,0,0,0,0,22,1,3,0,0,0,59,0,4,68,8,0,0,0,0,0,0,1,91,0,1,0,0,0,0,0,5,0,14,0
K25,loc:2048,locality,loc:2048,2048,ניר עקיבא,1,1,467,327,326,1,מחל,80,65,15,0.245399,16,0,8,2,0,0,0,0,0,0,65,0,0,0,0,0,46,0,6,80,9,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,37,0
K25,loc:2049,locality,loc:2049,2049,שדה צבי,1,1,442,337,337,0,מחל,133,43,90,0.394659,19,2,4,3,0,0,0,0,0,0,43,0,1,0,0,0,38,0,1,133,5,0,0,0,0,1,0,0,40,0,1,0,0,0,0,0,4,0,42,0
K25,loc:205,locality,loc:205,205,חגלה,1,1,554,412,411,1,פה,178,77,101,0.43309,77,1,4,1,0,2,0,0,0,0,10,0,0,0,0,0,63,0,6,23,42,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,4,0,0,0
K25,loc:2050,locality,loc:2050,2050,"תלמי ביל""ו",1,1,367,292,292,0,מחל,148,77,71,0.506849,3,1,0,1,0,0,0,0,0,0,77,0,1,0,0,0,24,0,3,148,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,16,0
K25,loc:2051,locality,loc:2051,2051,רווחה,1,1,415,361,360,1,מחל,183,79,104,0.508333,1,0,2,8,0,0,0,0,0,0,79,0,1,0,0,0,9,0,1,183,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,73,0
K25,loc:2052,locality,loc:2052,2052,אביטל,1,1,414,328,327,1,מחל,154,86,68,0.470948,2,0,7,6,0,0,0,0,0,0,86,0,1,0,0,0,33,0,2,154,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,28,0
K25,loc:2053,locality,loc:2053,2053,פרזון,1,1,333,243,241,2,מחל,125,43,82,0.518672,4,0,7,5,0,0,0,0,0,0,43,0,0,0,0,0,21,0,2,125,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,19,0
K25,loc:2054,locality,loc:2054,2054,מיטב,1,1,364,290,290,0,מחל,161,56,105,0.555172,2,0,9,3,0,0,0,0,0,0,56,1,2,0,0,0,17,0,1,161,1,0,0,0,0,0,0,3,17,0,2,0,0,0,0,0,0,0,15,0
K25,loc:2055,locality,loc:2055,2055,מאור,2,2,972,735,732,3,פה,223,167,56,0.304645,37,7,12,4,0,2,0,0,0,0,90,0,9,0,0,0,102,0,12,167,46,0,0,0,0,0,0,0,223,0,0,0,1,0,0,0,2,0,18,0
K25,loc:2057,locality,loc:2057,2057,שדי תרומות,1,1,387,293,293,0,מחל,202,42,160,0.68942,0,0,4,0,0,0,0,0,0,0,42,0,0,0,0,0,9,0,0,202,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,31,0
K25,loc:2059,locality,loc:2059,2059,"פעמי תש""ז",1,1,390,308,308,0,מחל,130,87,43,0.422078,6,0,1,3,0,0,0,0,0,0,35,0,2,0,0,0,26,0,3,130,1,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,1,0,87,0
K25,loc:206,locality,loc:206,206,רמות השבים,2,2,1196,907,905,2,פה,437,123,314,0.482873,92,2,12,2,1,0,0,0,0,0,20,0,0,0,0,0,123,0,21,79,106,0,0,0,0,0,0,2,437,1,0,0,0,0,0,0,1,0,6,0
K25,loc:2060,locality,loc:2060,2060,ברוש,1,1,375,286,286,0,מחל,151,46,105,0.527972,8,0,0,1,0,0,0,0,0,0,46,0,2,0,0,0,30,0,4,151,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,23,0
K25,loc:2061,locality,loc:2061,2061,תדהר,1,1,440,329,326,3,מחל,171,61,110,0.52454,6,0,0,2,0,0,0,0,0,0,61,0,2,0,0,0,35,0,1,171,2,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,2,0,17,0
K25,loc:2062,locality,loc:2062,2062,תאשור,1,1,309,223,223,0,מחל,63,59,4,0.282511,11,1,0,1,0,2,0,0,0,0,30,0,3,0,0,0,36,0,0,63,9,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,3,0,5,0
K25,loc:2063,locality,loc:2063,2063,דישון,1,1,299,207,207,0,מחל,99,28,71,0.478261,7,1,7,0,0,0,0,0,0,0,25,0,0,0,0,0,26,0,3,99,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,28,0
K25,loc:2064,locality,loc:2064,2064,זרועה,1,1,336,251,251,0,מחל,137,44,93,0.545817,3,0,0,2,0,0,0,0,0,0,44,0,0,0,0,0,9,0,3,137,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,40,0
K25,loc:207,locality,loc:207,207,"גבעת ח""ן",1,1,285,235,235,0,פה,93,47,46,0.395745,29,0,3,0,1,0,0,0,0,0,6,0,2,0,0,0,47,0,1,19,29,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,5,0,0,0
K25,loc:208,locality,loc:208,208,מוצא עילית,3,3,1227,852,847,5,פה,299,146,153,0.353011,73,0,8,1,3,8,0,0,0,0,39,1,2,0,0,0,135,0,14,146,105,0,0,0,0,1,0,0,299,0,0,0,0,0,0,0,2,0,8,2
K25,loc:21,locality,loc:21,21,באר אורה,2,2,732,495,494,1,מחל,165,141,24,0.334008,26,2,3,0,1,1,0,0,0,0,26,0,3,0,0,0,67,0,21,165,20,0,0,0,0,0,0,1,141,0,2,0,0,0,0,0,5,0,10,0
K25,loc:2100,locality,loc:2100,2100,טירת כרמל,37,37,22069,15121,15010,111,מחל,6925,2030,4895,0.461359,191,46,92,43,13,21,1,3,0,0,2030,4,58,0,3,2,1332,3,721,6925,114,3,8,0,5,1,0,9,1766,4,27,1,6,4,3,9,38,3,1516,5
K25,loc:212,locality,loc:212,212,בית צבי,1,1,65,38,37,1,ט,27,4,23,0.72973,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
K25,loc:213,locality,loc:213,213,משמרות,2,2,734,581,581,0,פה,251,113,138,0.432014,113,4,2,2,0,3,0,0,0,0,6,1,1,0,0,0,73,0,15,49,55,0,0,0,0,0,0,0,251,1,0,0,1,0,1,0,3,0,0,0
K25,loc:217,locality,loc:217,217,"כפר הרא""ה",2,2,762,589,586,3,ט,261,109,152,0.445392,9,5,85,2,1,0,0,0,0,0,261,0,0,0,0,0,77,0,2,109,3,0,0,0,0,0,0,0,18,0,2,0,0,0,1,0,0,0,11,0
K25,loc:218,locality,loc:218,218,גני עם,1,1,210,171,170,1,פה,71,29,42,0.417647,18,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,29,0,4,22,20,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,1,0,0,0
K25,loc:219,locality,loc:219,219,חיבת ציון,1,1,536,425,425,0,פה,161,83,78,0.378824,38,2,11,4,0,0,0,0,0,0,43,0,0,0,0,0,83,0,6,45,25,0,0,0,0,0,0,0,161,0,0,0,2,0,0,0,1,0,4,0
K25,loc:22,locality,loc:22,22,מקווה ישראל,1,1,157,111,111,0,פה,36,23,13,0.324324,7,0,1,0,0,0,0,0,0,0,19,0,2,0,0,0,8,0,5,23,9,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1,0
K25,loc:220,locality,loc:220,220,כפר ביאליק,1,1,474,353,352,1,פה,120,86,34,0.340909,21,1,1,1,0,1,0,0,0,0,19,0,1,0,0,0,68,0,7,86,18,0,1,0,0,0,0,0,120,0,1,0,0,0,0,0,3,0,3,0
K25,loc:2200,locality,loc:2200,2200,דימונה,55,55,29101,18485,18331,154,מחל,9382,2896,6486,0.511811,169,30,92,520,2,4,1,0,0,2,2896,1,67,0,0,0,795,2,898,9382,69,1,7,3,1,1,0,41,1086,4,55,2,4,0,4,3,23,5,2154,7
K25,loc:223,locality,loc:223,223,עין עירון,1,1,423,320,320,0,פה,149,46,103,0.465625,45,0,0,2,0,2,0,0,0,0,6,0,2,0,0,0,46,0,3,24,31,0,0,0,0,0,0,3,149,0,0,0,1,0,0,0,6,0,0,0
K25,loc:224,locality,loc:224,224,שושנת העמקים,1,1,443,318,317,1,מחל,107,64,43,0.337539,15,1,2,2,0,0,0,0,0,0,29,0,3,0,0,0,38,0,8,107,12,0,0,0,0,0,0,0,64,0,1,0,0,0,0,0,2,0,33,0
K25,loc:225,locality,loc:225,225,גן השומרון,1,1,642,479,479,0,פה,230,77,153,0.480167,45,0,4,0,2,3,0,0,0,0,13,0,1,0,0,0,77,0,1,47,51,0,0,0,0,1,0,0,230,0,0,0,0,0,0,0,3,0,1,0
K25,loc:229,locality,loc:229,229,גני תקווה,29,29,16803,12736,12704,32,פה,4417,2586,1831,0.347686,628,52,122,223,5,19,0,0,0,0,859,2,64,0,0,0,1936,0,356,2586,444,0,1,1,3,4,1,5,4417,2,27,0,2,0,1,2,54,0,886,2
K25,loc:23,locality,loc:23,23,אמציה,1,1,149,104,104,0,ט,31,25,6,0.298077,1,0,1,0,0,0,0,0,0,0,31,0,0,0,0,0,24,0,2,25,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0
K25,loc:230,locality,loc:230,230,מעש,1,1,659,492,492,0,פה,211,79,132,0.428862,41,1,5,2,0,1,0,0,0,0,39,1,0,0,0,0,75,0,11,79,20,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,1,0,5,0
K25,loc:2300,locality,loc:2300,2300,קריית טבעון,27,27,14446,9744,9716,28,פה,3672,1339,2333,0.377933,1230,28,75,104,11,78,0,1,1,0,397,5,40,0,0,0,1193,1,240,1339,1036,0,12,0,3,1,0,36,3672,4,13,1,2,1,5,1,100,0,86,0
K25,loc:232,locality,loc:232,232,שפיים,2,2,1042,813,812,1,פה,316,237,79,0.389163,237,1,2,0,1,5,0,0,0,0,4,0,1,0,0,0,116,0,10,25,85,0,0,0,0,0,0,0,316,0,1,0,0,0,0,0,8,0,0,0
K25,loc:233,locality,loc:233,233,כפר ידידיה,1,1,511,385,383,2,פה,188,69,119,0.490862,47,0,2,0,0,1,0,0,0,0,7,0,1,0,0,0,69,0,4,24,39,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,1,0,0,0
K25,loc:234,locality,loc:234,234,ביצרון,2,2,858,653,653,0,פה,308,126,182,0.471669,49,1,3,5,0,1,0,0,0,0,25,0,3,0,0,0,126,0,14,77,30,0,1,0,0,0,0,1,308,0,0,0,0,0,0,0,5,0,3,1
K25,loc:235,locality,loc:235,235,חבצלת השרון,1,1,340,209,209,0,פה,71,33,38,0.339713,17,0,2,0,1,0,0,0,0,0,23,0,0,0,0,0,33,0,2,32,23,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,5,0
K25,loc:237,locality,loc:237,237,שער העמקים,1,1,562,435,431,4,פה,144,135,9,0.334107,82,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,42,0,8,4,135,0,1,0,0,0,0,3,144,0,0,0,0,0,0,0,5,0,1,0
K25,loc:239,locality,loc:239,239,גן חיים,1,1,544,433,430,3,פה,201,77,124,0.467442,58,1,2,0,0,1,0,0,0,0,11,0,0,0,0,0,77,0,10,27,35,0,0,0,0,0,0,0,201,1,1,0,0,0,0,0,1,0,4,0
K25,loc:24,locality,loc:24,24,לכיש,1,1,631,488,488,0,פה,211,91,120,0.432377,71,1,5,0,0,1,0,0,0,0,14,0,1,0,0,0,91,0,7,28,56,0,0,0,0,0,0,2,211,0,0,0,0,0,0,0,0,0,0,0
K25,loc:240,locality,loc:240,240,יקנעם עילית,32,32,18933,12790,12711,79,מחל,4212,2996,1216,0.331367,435,55,131,145,1,9,1,2,0,0,1219,3,53,2,0,0,1466,2,1094,4212,198,0,2,2,4,4,1,4,2996,12,22,1,1,0,8,1,77,6,538,4
K25,loc:2400,locality,loc:2400,2400,אור יהודה,47,47,27640,20022,19892,130,מחל,9099,3780,5319,0.45742,331,49,89,133,3,10,0,0,1,0,2179,4,107,0,2,0,1535,0,279,9099,209,0,3,3,4,1,6,7,1977,3,36,1,1,2,2,6,26,0,3780,4
K25,loc:241,locality,loc:241,241,יקנעם (מושבה),2,2,1019,757,757,0,פה,371,102,269,0.490092,91,2,10,0,0,2,0,0,0,0,24,1,0,0,0,0,102,0,17,56,64,0,1,0,0,0,0,2,371,0,3,0,0,0,0,0,7,0,4,0
K25,loc:242,locality,loc:242,242,בית השיטה,2,2,1051,736,732,4,פה,290,173,117,0.396175,173,0,4,0,0,1,0,0,0,0,35,0,2,0,0,0,130,0,11,34,39,0,0,0,0,1,0,0,290,1,2,0,0,0,0,0,7,0,2,0
