source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,אצ,ב,ג,ד,ום,ז,זך,זנ,זץ,ט,י,יז,ינ,יץ,יק,כן,ך,ל,מחל,מרצ,נז,ני,נף,נץ,נק,נר,עם,פה,ף,צ,ץ,ק,קי,קך,קנ,קץ,רז,שס,ת,address_match_status,address_query,unresolved_reason
K25:5418,K25,5418,502,ירכא,12.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,502,ירכא,,direct_address_geocode_needed,automatic_code_match,561,278,275,3,0,0,0,1,0,12,1,0,0,0,0,1,0,0,0,0,57,0,52,97,24,0,3,0,0,0,0,8,17,0,0,0,1,0,0,0,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5419,K25,5419,502,ירכא,12.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,502,ירכא,,direct_address_geocode_needed,automatic_code_match,561,318,314,4,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,93,0,26,136,11,0,0,0,0,0,0,2,16,0,0,0,0,0,0,1,1,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5420,K25,5420,502,ירכא,12.4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,502,ירכא,,direct_address_geocode_needed,automatic_code_match,560,303,301,2,7,0,0,2,1,22,1,0,0,0,3,0,0,0,0,0,52,0,20,121,32,0,1,0,0,0,0,13,14,0,0,0,0,0,0,1,0,0,11,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5421,K25,5421,502,ירכא,13.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,502,ירכא,,direct_address_geocode_needed,automatic_code_match,548,287,284,3,3,0,1,1,3,18,0,0,0,0,0,0,0,0,0,0,43,0,54,113,16,0,1,0,1,0,0,8,19,0,0,0,1,0,0,2,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5422,K25,5422,502,ירכא,13.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,502,ירכא,,direct_address_geocode_needed,automatic_code_match,548,304,302,2,5,1,0,0,1,16,0,0,0,0,0,0,0,0,0,1,62,0,84,63,51,1,0,0,0,0,0,4,10,0,0,0,1,0,0,1,1,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5423,K25,5423,502,ירכא,13.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,502,ירכא,,direct_address_geocode_needed,automatic_code_match,548,297,290,7,1,0,4,0,1,29,0,0,0,0,1,0,0,0,0,0,100,0,18,86,18,0,1,1,0,0,0,7,15,0,1,0,0,0,0,3,0,0,4,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5424,K25,5424,502,ירכא,13.4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,502,ירכא,,direct_address_geocode_needed,automatic_code_match,545,316,313,3,1,0,0,0,1,42,0,0,0,0,0,0,0,1,0,0,56,0,28,122,19,0,0,0,0,1,0,10,29,0,0,0,0,0,1,1,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5425,K25,5425,502,ירכא,14.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,502,ירכא,,direct_address_geocode_needed,automatic_code_match,508,237,235,2,3,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,38,0,25,83,15,0,0,0,0,0,0,15,22,0,0,0,0,0,0,3,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5426,K25,5426,502,ירכא,14.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,502,ירכא,,direct_address_geocode_needed,automatic_code_match,508,253,246,7,2,0,0,0,1,16,0,0,0,0,0,1,0,0,0,0,46,0,67,55,24,0,0,0,0,0,0,7,26,0,1,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5427,K25,5427,502,ירכא,14.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,502,ירכא,,direct_address_geocode_needed,automatic_code_match,508,260,253,7,2,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,41,0,37,97,23,0,0,0,0,0,0,4,22,1,0,0,2,0,0,2,0,0,4,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5663,K25,5663,509,כפר כנא,2.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,574,321,314,7,2,0,0,0,102,33,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,1,0,0,0,0,163,0,0,0,0,1,0,0,0,0,0,1,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5664,K25,5664,509,כפר כנא,2.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,574,324,321,3,1,0,0,0,125,107,0,0,0,0,1,0,0,0,0,0,4,0,0,3,6,0,0,0,0,0,0,70,3,0,0,0,0,0,0,0,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5665,K25,5665,509,כפר כנא,2.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,574,294,291,3,1,0,0,0,109,62,0,0,0,0,1,0,1,0,1,0,1,0,0,4,2,0,0,0,0,0,0,95,12,0,0,1,0,0,0,0,1,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5666,K25,5666,509,כפר כנא,2.4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,573,288,285,3,0,0,0,0,91,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,2,0,0,0,0,0,1,0,0,0,2,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5667,K25,5667,509,כפר כנא,9.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,575,282,277,5,1,0,0,0,74,102,0,0,0,0,0,1,1,0,0,0,1,0,0,9,4,0,0,0,0,0,0,73,5,0,0,2,0,0,0,0,2,0,2,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5668,K25,5668,509,כפר כנא,9.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,575,279,275,4,0,0,0,1,83,92,0,0,0,0,0,0,0,0,0,0,1,0,0,9,4,0,0,0,0,0,0,78,6,0,0,0,0,0,0,1,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5669,K25,5669,509,כפר כנא,9.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,575,259,253,6,1,0,0,0,86,76,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,83,1,0,0,1,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5670,K25,5670,509,כפר כנא,9.4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,575,262,260,2,0,0,0,0,89,80,0,0,0,0,1,0,0,0,0,0,2,0,0,10,2,0,0,0,0,0,0,74,2,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5671,K25,5671,509,כפר כנא,15.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,594,307,301,6,1,0,0,0,110,56,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,1,0,0,116,8,0,0,0,1,0,0,0,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5672,K25,5672,509,כפר כנא,15.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,594,243,240,3,0,0,0,0,69,72,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,84,8,0,0,0,0,0,0,1,1,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5673,K25,5673,509,כפר כנא,15.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,594,289,285,4,0,0,0,0,75,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,103,6,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5674,K25,5674,509,כפר כנא,15.4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,594,284,278,6,0,0,0,0,107,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,116,11,0,0,0,0,0,0,0,0,0,0,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5675,K25,5675,509,כפר כנא,15.5,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,594,331,330,1,0,0,0,0,125,136,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,49,3,1,0,1,0,0,0,0,3,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5676,K25,5676,509,כפר כנא,17.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,559,322,321,1,4,0,0,0,70,150,0,0,0,0,0,0,0,0,0,0,0,0,1,32,1,0,0,0,0,0,0,55,8,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5677,K25,5677,509,כפר כנא,17.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,559,334,328,6,0,0,1,0,178,36,0,0,0,0,1,0,0,0,0,1,1,0,0,5,3,0,0,0,0,0,0,100,2,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5678,K25,5678,509,כפר כנא,17.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,559,329,323,6,1,0,0,0,113,39,0,0,0,1,0,0,0,0,0,0,1,0,0,11,4,0,1,0,0,0,0,144,7,0,0,0,0,0,0,0,1,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5679,K25,5679,509,כפר כנא,17.4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,559,281,278,3,0,2,0,0,58,42,0,0,0,0,0,0,0,1,0,0,0,0,0,25,1,0,1,0,0,0,0,145,2,0,1,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5680,K25,5680,509,כפר כנא,19.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,616,372,366,6,1,0,0,0,177,26,0,0,0,0,1,0,0,0,0,0,2,1,0,6,3,0,0,0,0,0,0,141,5,0,0,0,0,0,0,0,2,0,0,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5681,K25,5681,509,כפר כנא,19.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,616,323,318,5,2,0,0,1,134,76,0,0,0,0,0,0,0,0,0,0,1,0,0,14,1,0,0,0,0,0,0,84,4,0,0,0,0,0,0,0,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5682,K25,5682,509,כפר כנא,19.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,616,408,402,6,2,0,0,1,95,96,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,200,1,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5683,K25,5683,509,כפר כנא,19.4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,616,350,347,3,1,0,0,0,115,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,173,15,0,0,1,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5684,K25,5684,509,כפר כנא,19.5,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,612,387,380,7,0,0,1,0,245,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,69,33,0,0,0,0,0,0,0,1,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5685,K25,5685,509,כפר כנא,21.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,600,287,281,6,0,0,0,0,124,37,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5686,K25,5686,509,כפר כנא,21.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,600,276,272,4,3,0,0,0,133,37,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,83,2,0,0,1,0,0,0,0,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5687,K25,5687,509,כפר כנא,21.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,600,326,322,4,0,0,0,0,181,52,0,0,0,0,1,0,1,0,0,0,0,0,0,8,5,0,0,0,0,0,0,65,6,0,0,0,0,0,0,0,2,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5688,K25,5688,509,כפר כנא,21.4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,600,302,299,3,0,1,0,0,116,48,0,0,0,0,1,0,0,0,0,0,1,0,0,7,2,0,0,0,0,0,0,108,14,0,1,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5689,K25,5689,509,כפר כנא,21.5,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,509,כפר כנא,,direct_address_geocode_needed,automatic_code_match,600,280,274,6,0,0,0,0,67,82,0,0,0,1,0,1,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,103,13,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5693,K25,5693,510,כפר מנדא,1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,607,394,390,4,0,0,0,0,138,135,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,102,2,0,0,0,0,0,0,1,0,0,3,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5694,K25,5694,510,כפר מנדא,2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,624,425,422,3,0,0,0,0,155,118,0,0,0,2,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,128,1,0,0,0,0,0,1,1,0,0,8,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5695,K25,5695,510,כפר מנדא,3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,595,385,381,4,1,0,0,0,140,62,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,160,0,0,0,0,0,1,0,1,0,0,10,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5696,K25,5696,510,כפר מנדא,4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,611,421,418,3,1,0,0,0,127,79,0,0,0,0,0,0,1,0,0,0,0,1,0,3,7,0,0,0,0,1,0,186,0,0,0,0,1,0,0,0,0,0,9,2,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5697,K25,5697,510,כפר מנדא,5,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,604,390,387,3,0,0,0,0,109,78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,183,0,0,0,1,0,1,0,0,0,0,9,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5698,K25,5698,510,כפר מנדא,6,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,604,419,418,1,0,0,0,0,158,72,0,0,0,0,0,0,0,0,0,1,2,0,0,1,28,0,0,0,0,0,0,142,0,0,0,2,0,0,0,0,0,0,12,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5699,K25,5699,510,כפר מנדא,7,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,591,434,429,5,2,0,0,1,109,226,0,0,0,0,1,0,0,0,0,1,0,0,0,2,3,0,0,0,1,0,0,79,0,0,0,0,0,0,0,0,0,0,4,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5700,K25,5700,510,כפר מנדא,8,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,604,431,429,2,0,0,0,1,153,94,0,0,0,0,1,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,11,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5701,K25,5701,510,כפר מנדא,9,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,619,438,436,2,0,0,0,0,233,104,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,86,0,0,1,2,0,0,0,0,0,0,3,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5702,K25,5702,510,כפר מנדא,10,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,593,381,380,1,1,0,0,0,171,104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,85,0,0,0,0,0,0,1,0,0,0,12,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5703,K25,5703,510,כפר מנדא,11,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,600,485,480,5,0,0,0,0,97,56,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,1,0,0,0,0,0,255,0,1,0,0,0,0,0,0,0,0,63,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5704,K25,5704,510,כפר מנדא,12,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,606,361,358,3,0,0,0,1,119,87,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,117,1,1,0,1,0,0,0,0,0,0,27,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5705,K25,5705,510,כפר מנדא,13,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,602,332,328,4,1,0,0,0,97,72,0,0,0,0,0,0,0,2,0,0,0,0,0,2,12,0,0,0,1,0,0,121,13,1,0,0,0,0,0,0,1,0,5,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5706,K25,5706,510,כפר מנדא,14,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,589,327,325,2,1,0,0,0,110,119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,83,1,0,1,0,0,0,0,0,1,0,2,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5707,K25,5707,510,כפר מנדא,15,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,588,384,380,4,0,0,0,1,164,119,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,88,1,0,0,0,0,0,0,0,0,1,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5708,K25,5708,510,כפר מנדא,16,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,582,418,416,2,0,0,0,0,140,189,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,76,2,0,0,0,0,0,0,0,0,0,3,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5709,K25,5709,510,כפר מנדא,17,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,623,398,392,6,1,0,0,0,114,189,0,0,0,0,1,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,7,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5710,K25,5710,510,כפר מנדא,18,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,629,427,420,7,2,0,1,0,127,201,0,0,0,0,1,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,68,1,0,0,2,0,0,0,0,1,0,7,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5711,K25,5711,510,כפר מנדא,19,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,604,414,412,2,0,0,0,0,146,166,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,5,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5712,K25,5712,510,כפר מנדא,20,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,597,279,277,2,1,0,0,0,99,74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,86,3,0,0,1,1,0,1,0,0,0,4,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5713,K25,5713,510,כפר מנדא,21,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,577,356,353,3,0,1,0,0,126,89,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,14,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5714,K25,5714,510,כפר מנדא,22,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,557,342,338,4,0,0,0,0,140,98,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,85,1,0,0,1,0,0,0,0,1,0,5,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5715,K25,5715,510,כפר מנדא,23,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,510,כפר מנדא,,direct_address_geocode_needed,automatic_code_match,550,323,318,5,0,0,0,0,140,97,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,72,1,0,0,2,0,0,0,0,1,0,2,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5868,K25,5868,634,כפר קאסם,6.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,634,כפר קאסם,,direct_address_geocode_needed,automatic_code_match,484,340,339,1,0,0,0,0,42,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,217,6,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5869,K25,5869,634,כפר קאסם,6.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,634,כפר קאסם,,direct_address_geocode_needed,automatic_code_match,484,350,349,1,0,0,0,0,53,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,224,0,0,0,0,0,0,1,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5870,K25,5870,634,כפר קאסם,6.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,634,כפר קאסם,,direct_address_geocode_needed,automatic_code_match,484,341,337,4,0,0,0,0,38,51,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5871,K25,5871,634,כפר קאסם,11.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,634,כפר קאסם,,direct_address_geocode_needed,automatic_code_match,367,243,241,2,0,0,0,0,34,40,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,0,156,1,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5872,K25,5872,634,כפר קאסם,11.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,634,כפר קאסם,,direct_address_geocode_needed,automatic_code_match,367,251,249,2,0,0,0,0,34,50,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,150,2,0,0,0,0,0,0,0,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5873,K25,5873,634,כפר קאסם,12,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,634,כפר קאסם,,direct_address_geocode_needed,automatic_code_match,690,479,476,3,0,0,1,0,70,76,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,301,1,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:5874,K25,5874,634,כפר קאסם,13.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,634,כפר קאסם,,direct_address_geocode_needed,automatic_code_match,558,377,373,4,1,0,0,1,33,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
