source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,ב,ג,ודעם,ז,זץ,ט,י,יז,ינ,יף,יק,יר,כ,כך,כן,ל,מחל,מרצ,נ,ני,נר,עם,פה,ףז,צי,צכ,צף,ץ,ק,קי,קך,קץ,ר,רנ,רף,רק,שס,ת,unresolved_reason
K24:9835,K24,9835,499,יפיע,15.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,561,234,232,2,0,0,0,146,0,0,0,0,0,1,0,1,0,0,0,0,0,18,10,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9836,K24,9836,499,יפיע,15.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,561,266,264,2,2,0,0,131,0,0,0,0,0,1,0,0,0,0,0,1,0,11,12,0,0,0,99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9837,K24,9837,499,יפיע,15.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,561,259,257,2,1,0,0,190,0,0,0,0,0,0,0,0,0,0,0,2,0,9,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9838,K24,9838,499,יפיע,15.5,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,558,222,220,2,1,0,0,153,0,0,0,0,4,0,0,0,0,0,0,0,0,11,9,0,0,0,38,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9839,K24,9839,499,יפיע,16.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,513,250,248,2,2,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9840,K24,9840,499,יפיע,16.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,513,215,213,2,1,0,0,86,0,0,0,0,0,0,0,0,0,0,0,1,0,9,5,0,0,0,109,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9841,K24,9841,499,יפיע,16.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,513,269,263,6,12,0,0,164,0,0,0,0,0,0,0,0,0,0,0,1,1,19,8,0,0,0,36,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9842,K24,9842,499,יפיע,16.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,510,240,240,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,1,0,16,9,0,0,0,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9843,K24,9843,499,יפיע,18.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,534,271,267,4,2,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9844,K24,9844,499,יפיע,18.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,534,203,201,2,2,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9845,K24,9845,499,יפיע,18.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,534,235,229,6,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,72,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9846,K24,9846,499,יפיע,18.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,534,202,199,3,1,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9847,K24,9847,499,יפיע,19.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,554,244,241,3,3,0,0,149,0,0,0,0,0,0,0,0,0,0,0,1,0,24,6,0,0,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9848,K24,9848,499,יפיע,19.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,554,201,199,2,0,0,0,103,0,1,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9849,K24,9849,499,יפיע,19.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,554,187,182,5,1,0,0,114,0,0,0,0,1,0,0,0,0,0,0,0,0,14,9,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9850,K24,9850,499,יפיע,19.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,554,258,251,7,1,0,0,152,0,0,0,0,0,1,0,0,0,0,0,1,0,7,9,0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9851,K24,9851,499,יפיע,19.5,no_direct_historical_assignment,statistical_area_pending,,,,,,,499,יפיע,,historical_stat_area_pending,automatic_code_match,552,243,242,1,10,0,0,131,0,0,0,0,0,1,0,0,0,0,0,1,0,17,2,1,0,0,73,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9881,K24,9881,1327,מעלה עירון,1.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,647,209,205,4,1,0,1,110,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9882,K24,9882,1327,מעלה עירון,1.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,647,169,168,1,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9883,K24,9883,1327,מעלה עירון,1.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,647,158,156,2,1,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9884,K24,9884,1327,מעלה עירון,1.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,647,174,173,1,2,0,0,108,0,0,0,0,0,1,0,0,0,0,0,0,0,19,5,0,0,0,34,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9885,K24,9885,1327,מעלה עירון,1.5,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,646,227,220,7,2,0,0,181,0,0,0,0,0,1,0,0,0,0,0,0,0,12,2,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9886,K24,9886,1327,מעלה עירון,3.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,639,259,253,6,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9887,K24,9887,1327,מעלה עירון,3.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,639,323,319,4,0,0,0,267,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9888,K24,9888,1327,מעלה עירון,5.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,441,94,90,4,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9889,K24,9889,1327,מעלה עירון,5.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,441,101,97,4,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9890,K24,9890,1327,מעלה עירון,5.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,440,124,123,1,1,0,0,76,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,37,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9891,K24,9891,1327,מעלה עירון,6,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,503,209,208,1,1,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34,0,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9892,K24,9892,1327,מעלה עירון,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,618,256,254,2,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9893,K24,9893,1327,מעלה עירון,11.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,507,88,88,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9894,K24,9894,1327,מעלה עירון,11.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,507,111,110,1,0,0,0,57,1,0,0,0,0,1,0,0,0,0,0,0,1,5,1,0,0,0,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9895,K24,9895,1327,מעלה עירון,11.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,506,106,105,1,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,28,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9896,K24,9896,1327,מעלה עירון,13,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,552,214,207,7,0,0,0,148,0,0,1,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9897,K24,9897,1327,מעלה עירון,15,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,646,182,177,5,1,0,0,83,0,0,0,0,0,1,0,0,0,0,0,0,0,6,14,0,0,0,59,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:9898,K24,9898,1327,מעלה עירון,16,no_direct_historical_assignment,statistical_area_pending,,,,,,,1327,מעלה עירון,,historical_stat_area_pending,automatic_code_match,548,208,205,3,1,0,0,132,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10117,K24,10117,490,דייר אלאסד,4.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,497,322,319,3,2,0,0,190,0,0,0,0,1,0,0,0,0,0,0,0,0,4,6,0,0,0,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10118,K24,10118,490,דייר אלאסד,4.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,497,324,320,4,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10119,K24,10119,490,דייר אלאסד,4.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,496,294,292,2,3,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10120,K24,10120,490,דייר אלאסד,8.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,520,289,287,2,1,0,0,90,0,0,0,0,1,0,0,0,0,0,1,0,0,3,4,0,0,0,107,8,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10121,K24,10121,490,דייר אלאסד,8.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,520,308,308,0,1,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,108,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10122,K24,10122,490,דייר אלאסד,8.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,520,360,354,6,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10123,K24,10123,490,דייר אלאסד,8.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,517,279,279,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,136,2,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10124,K24,10124,490,דייר אלאסד,10.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,477,283,278,5,0,0,0,99,0,0,0,0,0,1,0,0,0,0,0,1,0,6,4,0,0,0,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10125,K24,10125,490,דייר אלאסד,10.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,477,365,364,1,2,0,0,222,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,0,0,0,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10126,K24,10126,490,דייר אלאסד,10.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,475,312,309,3,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10127,K24,10127,490,דייר אלאסד,11.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,517,312,311,1,1,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,107,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10128,K24,10128,490,דייר אלאסד,11.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,517,310,305,5,3,1,0,111,0,0,0,0,1,0,0,1,0,0,0,0,0,4,7,0,0,0,142,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10129,K24,10129,490,דייר אלאסד,11.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,517,282,281,1,1,0,0,126,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,109,1,0,0,0,0,0,0,0,1,0,0,0,0,0,35,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10130,K24,10130,490,דייר אלאסד,11.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,514,287,286,1,0,0,1,144,0,0,0,0,0,0,0,0,0,0,1,0,0,9,2,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10131,K24,10131,490,דייר אלאסד,12.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,473,295,294,1,0,0,0,181,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,93,2,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10132,K24,10132,490,דייר אלאסד,12.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,473,293,291,2,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,110,0,0,0,0,0,0,0,1,1,2,0,0,0,0,12,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10133,K24,10133,490,דייר אלאסד,12.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,490,דייר אל-אסד,,historical_stat_area_pending,automatic_code_match,472,289,289,0,0,0,0,150,0,0,0,0,2,0,0,0,0,0,0,0,1,8,3,0,0,0,115,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10216,K24,10216,1192,ערערהבנגב,14.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,1192,ערערה-בנגב,,historical_stat_area_pending,automatic_code_match,524,175,172,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,153,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10217,K24,10217,1192,ערערהבנגב,14.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,1192,ערערה-בנגב,,historical_stat_area_pending,automatic_code_match,524,193,192,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,184,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10218,K24,10218,1192,ערערהבנגב,14.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,1192,ערערה-בנגב,,historical_stat_area_pending,automatic_code_match,524,210,209,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,0,186,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10219,K24,10219,1192,ערערהבנגב,14.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,1192,ערערה-בנגב,,historical_stat_area_pending,automatic_code_match,524,171,170,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10344,K24,10344,6000,באקה אלגרביה,4.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,6000,באקה אל-גרביה,,historical_stat_area_pending,automatic_code_match,646,176,175,1,1,0,0,83,0,0,0,0,1,0,0,0,0,0,0,0,0,3,8,0,0,0,75,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10345,K24,10345,6000,באקה אלגרביה,4.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,6000,באקה אל-גרביה,,historical_stat_area_pending,automatic_code_match,646,165,157,8,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10346,K24,10346,6000,באקה אלגרביה,4.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,6000,באקה אל-גרביה,,historical_stat_area_pending,automatic_code_match,646,219,216,3,0,0,0,130,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,70,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10347,K24,10347,6000,באקה אלגרביה,4.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,6000,באקה אל-גרביה,,historical_stat_area_pending,automatic_code_match,645,191,184,7,1,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10348,K24,10348,6000,באקה אלגרביה,8,no_direct_historical_assignment,statistical_area_pending,,,,,,,6000,באקה אל-גרביה,,historical_stat_area_pending,automatic_code_match,607,261,260,1,1,0,0,153,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10349,K24,10349,6000,באקה אלגרביה,9,no_direct_historical_assignment,statistical_area_pending,,,,,,,6000,באקה אל-גרביה,,historical_stat_area_pending,automatic_code_match,640,204,199,5,1,0,0,113,0,0,0,0,1,2,0,0,0,0,0,1,0,3,6,0,0,0,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10350,K24,10350,6000,באקה אלגרביה,11.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,6000,באקה אל-גרביה,,historical_stat_area_pending,automatic_code_match,440,133,128,5,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,1,0,6,8,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10351,K24,10351,6000,באקה אלגרביה,11.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,6000,באקה אל-גרביה,,historical_stat_area_pending,automatic_code_match,440,126,124,2,0,0,0,72,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10352,K24,10352,6000,באקה אלגרביה,11.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,6000,באקה אל-גרביה,,historical_stat_area_pending,automatic_code_match,439,156,155,1,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,59,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10353,K24,10353,6000,באקה אלגרביה,14.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,6000,באקה אל-גרביה,,historical_stat_area_pending,automatic_code_match,646,194,189,5,2,0,0,102,0,0,0,0,2,1,0,0,0,0,0,0,0,1,11,0,0,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10354,K24,10354,6000,באקה אלגרביה,14.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,6000,באקה אל-גרביה,,historical_stat_area_pending,automatic_code_match,646,174,168,6,1,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,61,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10355,K24,10355,6000,באקה אלגרביה,14.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,6000,באקה אל-גרביה,,historical_stat_area_pending,automatic_code_match,646,182,181,1,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:10356,K24,10356,6000,באקה אלגרביה,14.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,6000,באקה אל-גרביה,,historical_stat_area_pending,automatic_code_match,645,223,219,4,1,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
